GENE_ID	A498	A549	ACHN	BT549	CAKI1	COLO205	DU145	EKVX	HCT116	HCT15	HL60	HOP62	HOP92	HS578T	HT29	IGROV1	K562	KM12	LOXIMVI	MCF7	MDAMB435	NCIH226	NCIH322T	NCIH460	NCIH522	OVCAR4	OVCAR5	OVCAR8	PC3	RPMI8226	SF268	SF539	SKMEL2	SKMEL28	SKMEL5	SKOV3	SR	SW620	T47D	TK10	UACC257	X786O
ENSG00000124212	559770	514650	2528700	32988	153600	1034700	86300	4338	51515	92366	40482	39927	986310	2981400	13795	86245	20692	22015	37981	139890	82003	34174	114710	205600	75096	371430	122900	592060	349840	87967	153290	115620	31353	3971.6	181590	6429400	130330	193010	115670	141730	0	83835
ENSG00000124214	485550	91632	158980	74693	111220	738090	127720	40023	12839	45805	123570	8537.3	360690	21908	433270	0	20393	47873	68719	120470	34636	4303	104510	27454	175200	461570	48178	212380	133140	70155	656090	179220	4502.4	9249.2	292350	52923	112860	38092	259240	179380	0	0
ENSG00000124217	103860	0	36051	0	0	2049200	163200	0	15475	18188	212300	4914.5	131990	0	62117	56175	10070	9216.7	9041.5	47802	53451	179200	27123	65431	29289	0	38644	114910	32747	0	84274	0	5556.1	12560	397770	0	22783	106700	139910	23317	339630	0
ENSG00000124226	281470	550710	2361	595780	425940	9984300	376400	0	29206	79974	0	109550	232160	447810	474950	132810	443330	278420	60991	397970	21117	177340	40782	189290	182330	1512100	538840	1162500	1431000	1218700	20412	388330	62687	0	26181	156550	148160	2193100	788280	137070	1920400	329660
ENSG00000124228	8990.9	0	10474	0	39761	235870	189220	2534.8	0	19943	138950	0	21141	0	7398.1	0	1365.1	37182	0	58326	0	55036	0	79403	4067.7	0	0	20625	18363	0	624580	11403	0	0	0	17784	9657.8	17305	0	0	122700	0
ENSG00000124233	0	39954	0	0	4414.6	208280	0	0	6046.9	6693.2	0	0	4669.1	0	23956	0	0	0	0	71733	0	16911	3102.4	0	0	33590	13039	10193	0	0	44201	0	0	0	24298	0	0	0	11544	0	94645	0
ENSG00000124253	120160	64717	106220	51701	118400	18156000	132010	15101	84031	40612	18267	0	18977	32818	0	8786.1	0	3398.3	12837	44996	0	57823	39943	57058	10556	106470	133580	94911	36586	168690	22172	43825	41425	4124.6	48229	23938	31899	67989	38295	24927	153260	48302
ENSG00000124260	0	33654	27389	0	0	9465.8	0	910310	5061.6	23876	0	0	185680	0	0	1558800	0	0	0	0	0	0	0	0	0	0	43351	0	0	0	41784	0	0	39023	15252	0	0	59379	0	0	0	0
ENSG00000124275	0	94801	9920.4	1144100	44750	846520	132230	701.82	19735	5310.1	0	815.31	153350	1323100	0	32682	276620	26799	41909	170660	7287.7	11883	24801	138290	66604	128560	42541	172270	110330	98145	194130	63439	0	2588.8	475010	23563	139280	68954	23009	35594	41472	156920
ENSG00000124279	101040	81285	31645	0	0	292110	70981	0	3991.2	24021	0	0	403470	0	30201	37845	36568	36742	0	0	5543.2	157840	28238	251230	5887.2	108570	159220	114210	6227.7	0	0	31873	2304.2	0	48909	21606	0	47499	0	45362	0	11361
ENSG00000124299	3081800	4529000	1341200	833900	2636200	43271000	6110000	405630	69677	617080	13996000	357920	4363100	378630	2455200	1003200	648010	1503600	737560	6522500	4931900	4690900	232150	1830600	2144700	4688800	2891100	3652200	1051800	5199400	4415700	3030900	163690	793750	27275000	665420	11377000	6479100	1523700	1495000	18186000	797020
ENSG00000124333	5439800	952100	1571800	4607300	2081700	10725000	2216700	295980	61878	232340	5607700	1016200	5524300	673470	2477500	599080	2781000	998720	1876800	2634600	1528400	2382400	273050	3666500	1611200	25547000	2088700	4020100	4795400	1946900	4689700	674110	131020	244650	893160	3023500	7348500	3707700	2259200	829930	3606800	168180
ENSG00000124356	372840	176370	519320	28184	227840	6618000	263310	17296	0	200170	57792	12381	566820	36178	42859	84673	227170	158390	102210	168990	145590	113380	292160	687040	104850	294140	299260	204300	98060	45350	2172300	198410	36186	0	801460	220440	293590	437590	200900	91590	650940	385060
ENSG00000124357	5313900	486880	801840	2135300	2855000	14243000	2994900	348060	43800	63982	2025600	464150	2759100	1009400	685850	563480	301840	409480	591160	2546100	1469500	1215200	1063500	675620	1345300	2801700	1353200	2834600	734640	831180	8058100	1966700	460840	550270	10747000	1788400	2139000	2142600	1908400	627660	5334000	34252
ENSG00000124370	388190	24270	9159.3	27086	0	1408300	98511	18768	13124	42280	393200	15952	163100	8834	56288	0	88844	178030	77453	25796	54313	126160	162130	290940	67263	487360	322960	89261	416730	592480	0	68573	0	32184	142510	0	177660	84890	135390	330460	19548	0
ENSG00000124380	0	133510	242420	0	0	0	0	97255	0	75493	0	0	205940	0	43009	0	0	0	218280	0	0	107020	0	625350	0	0	0	550920	378610	0	232270	0	14066	12508	114990	0	0	0	0	88580	0	0
ENSG00000124383	0	0	7031.6	0	0	0	0	0	0	0	0	0	56205	0	0	0	0	29567	0	0	0	0	9123.5	0	0	0	0	0	0	0	0	0	142070	0	23488	0	10585	0	0	5307.2	0	0
ENSG00000124406	27471	17136	0	57175	39758	22822	6948.6	0	0	0	0	0	162200	4234	0	0	54325	2928.8	0	34064	0	184360	0	9363.3	28942	0	0	8566.1	0	0	0	0	4647.3	0	93031	16099	4740.5	0	77863	4500.1	24760	21379
ENSG00000124422	470440	154230	26611	0	30678	191350	549750	27141	0	86157	430190	50729	35918	0	35769	121050	21892	198510	76148	129970	89809	53023	211720	133350	29030	89018	30441	59505	0	72504	726160	5441.9	0	18424	162040	92617	126150	490310	8045.6	92003	616810	24003
ENSG00000124429	222000	0	43291	144910	262470	6042400	438900	0	4551.1	11264	0	11271	20707	34568	571470	23261	113900	29974	0	184680	19214	0	0	71288	63054	0	81224	80913	22529	0	318870	53289	22794	0	81628	447740	44474	122570	0	33221	79551	0
ENSG00000124466	0	0	10953	0	0	435260	68550	1513.2	7696.7	0	0	21890	44033	0	48336	19870	0	10881	0	21420	0	126330	484310	0	14517	35468	0	0	3065.3	14837	0	27234	0	12873	0	0	0	0	9686.9	0	0	0
ENSG00000124486	781120	613010	374940	614300	1097800	2850300	647290	14590	130830	239650	878780	9292.9	905090	166210	542320	289450	519930	291660	122630	996660	230710	831350	64150	807290	276790	958800	553690	712540	740070	1248700	4362200	377730	119290	14123	1414500	271160	371840	1163100	485220	279110	2320700	93926
ENSG00000124507	1155700	42672	538000	0	8769.7	24287	71246	67067	855.59	17119	0	0	312800	0	57240	0	0	0	19061	9120.3	6520.2	48519	311200	14142	0	30029	10599	7389	0	601370	0	16915	0	0	0	18497	134750	102680	26222	229530	0	211960
ENSG00000124523	205960	240660	112350	131450	179290	4646600	523000	63397	0	19951	694990	6402.3	697250	30916	416110	71909	118650	6733	0	1238200	11764	239270	346680	151890	3227900	1271100	911640	344270	343350	123090	483680	242530	55627	3258	476030	1106500	649730	309040	183810	278480	770060	99597
ENSG00000124532	11938	0	27921	0	0	0	28028	5092.8	35988	0	0	14218	45555	0	0	1221.8	0	0	0	0	0	67468	0	0	0	25871	6904.2	0	0	0	20600	12620	0	0	17553	15576	49645	0	63853	0	210560	0
ENSG00000124535	94878	553280	99614	542500	314060	5346200	671620	8389.3	939000	154510	1325400	17661	751400	515530	866720	267950	945430	415380	87750	2277000	262880	229040	46837	1164500	464530	2410700	154820	1387900	1037100	304630	301790	1103200	87409	83397	2033600	340470	742050	1161100	510670	113140	3621500	382060
ENSG00000124562	450830	144310	863000	381710	100550	695580	230540	277320	108970	217890	0	14034	3026100	101540	1444700	38799	461410	235380	557910	1251300	470690	436080	1103900	821900	1442800	1824000	302050	928780	520060	661880	8337000	83161	123590	0	211050	385270	787590	819920	387220	273780	424960	0
ENSG00000124570	5592000	1953400	2710900	3142300	3497200	62466000	5874421	1322200	97294	289850	6521500	574990	4380600	1228100	6249200	1367400	6236200	847740	1593600	5405934	1669500	2809300	920140	2713300	4328500	4954100	2617400	5140000	5984100	6463000	5597500	3916800	76740	918740	9848700	7993800	1927400	2432400	2877400	1185100	3508000	12389
ENSG00000124571	867150	697470	1047000	673260	680370	4607300	3429200	138030	68427	781160	1961300	231020	1521900	389710	2125800	283110	2708000	795910	558540	3604400	1463900	1354700	69476	1666200	1674400	1411200	805250	892030	1320500	2938700	5094200	530800	219010	132420	6773500	464790	1487900	1267900	1061000	1485100	5313600	220750
ENSG00000124575	0	0	136060	0	0	29005	0	0	0	0	0	0	0	0	0	0	0	0	64461	0	61545	50719	0	0	34074	0	0	0	0	0	3689400	0	0	0	43503	0	63422	0	0	0	0	0
ENSG00000124587	0	0	14758	19307	29931	35796	0	26891	33584	0	0	24315	50853	0	171300	2929.7	0	0	0	0	26279	0	0	92508	5295.4	188080	0	0	38079	0	0	0	0	4603.7	13506	0	57537	228140	35071	6011.2	185180	0
ENSG00000124588	495110	264600	463670	155310	0	5022300	283240	113230	0	33251	299310	0	129480	12517	184160	56179	272160	64111	556880	50762	518940	176740	79309	1085800	69538	0	451330	57782	121770	179520	341230	0	43767	33930	43649	133530	704450	0	52804	35866	277580	0
ENSG00000124596	383470	670960	473500	287560	321900	132214390	455780	42216	863930	161010	15959000	0	565480	175420	938620	123180	2950700	478900	294910	313940	766220	263860	152130	360780	617710	1694400	547560	798510	1537300	1621000	610280	264370	49132	0	514080	2207800	3423300	2825900	814570	735710	666590	119430
ENSG00000124602	40488	45609	0	0	0	5534300	0	9450	8980.1	0	6108.8	12478	0	0	23036	34353	56029	0	0	84213	0	13828	0	0	9591.3	0	0	0	0	0	20397	5487.6	0	3249	32343	39623	0	0	0	0	13176	0
ENSG00000124608	470480	518260	218140	283540	662770	2194700	1093200	64224	50737	164180	599830	62986	1530900	275070	578510	270940	528340	391480	304520	1005300	746160	764800	76717	930850	724600	2356000	423350	302100	780960	497440	278830	871780	127430	463000	3056300	1440600	1777200	357150	313600	266680	10244000	199920
ENSG00000124610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201730	126120	0	0	0	0	0	0	0	0	0	0	104310	96186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124614	876560	1262700	498350	1536700	45902	1708200	2017100	155590	544140	600650	1108300	183680	1086800	1330000	576370	31780	454020	2271500	1775700	2735100	1234800	776980	483510	2018800	450260	2626400	2844900	1696200	976240	1201000	18097000	488070	190170	33599	256820	240580	1864400	8402800	0	509480	1054600	0
ENSG00000124615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11154	0	0	0	7807.4	0	0	0	0	0	0	0	0	0	0	0	0	8046.5	5146.6	0	0	0	0	0	0
ENSG00000124641	1068000	198600	168630	737190	156290	20863000	477300	48050	36533	32632	0	2170.7	236510	180180	407070	13139	3024600	139720	225060	841660	241900	268860	82627	500030	298090	1772700	283980	261020	263750	426230	1742800	476120	108160	0	112380	455710	1328800	1040300	0	59854	3169700	338640
ENSG00000124659	326570	46282	120250	88092	150370	24078000	763330	2041.7	1975.9	41527	493000	28857	330270	37636	205970	24595	245710	42052	153300	122300	66753	121090	13511	53018	299620	173530	268520	684250	68503	741840	61023	416550	19434	29473	411900	61025	497310	200880	401460	8509.7	1177000	3733.6
ENSG00000124688	2072600	26884	424580	617740	0	427980	1794600	356540	0	46618	2346400	62628	782720	119940	661810	40851	422240	0	544710	156000	2008700	82720	189130	232870	381600	253030	599610	86900	197050	30903	163030	98268	42342	68473	5679400	420040	1215700	76423	189180	619270	88225	0
ENSG00000124733	334210	234070	82587	403110	48624	0	1769900	0	75196	154560	0	0	468410	674980	1065000	0	164380	76681	237800	444850	687150	168060	0	0	487510	0	0	551020	219750	187990	957330	350460	0	19336	1020400	53416	944910	0	624370	81237	257170	61055
ENSG00000124749	480010	0	25286	0	0	37345	124690	17572	0	0	120160	45320	25104	0	79655	3225.1	0	0	81527	129710	18420	118860	49446	0	53822	45712	0	0	0	0	40939	0	0	0	18446	87370	70688	54290	19920	42879	0	0
ENSG00000124762	138880	0	23981	0	46092	0	11867	20864	27778	0	0	0	74738	0	0	0	0	136470	35705	0	0	0	142600	0	0	0	0	435420	187830	73019	0	60819	10891	0	88065	0	0	38632	0	0	465040	0
ENSG00000124767	21324000	8597600	6955300	21675000	10747000	824000000	31897000	974110	785740	4933000	47058000	1670700	23987000	7918400	21266000	2300000	38239000	5562400	24370000	22352000	21390000	7541800	5839600	18674000	86678000	34362000	23908000	50810000	33915000	18188000	35563000	8680900	2929900	356050	27108000	13029000	28697000	27052000	36293000	11206000	10392000	502030
ENSG00000124783	9822000	1024500	4590100	17293000	9488900	69606000	12835000	887870	70982	1684500	20038000	3372600	26508000	11013000	6216500	2713600	8016600	1817500	14656000	20239000	7345900	15797000	7153900	11935000	6424800	36446000	11796000	12040000	5907700	38017000	7479500	22337000	10510000	3033700	24997000	13938000	30682000	11359000	5788300	2309900	22030000	215440
ENSG00000124784	0	0	0	0	0	0	80644	0	10097	9469	0	1548.4	60278	71086	0	37812	266390	0	23245	88091	29502	0	0	0	19120	0	0	14703	60259	0	0	14193	13569	271.06	0	39175	83062	68750	14826	0	280390	0
ENSG00000124787	0	249030	0	0	124860	273980	619290	0	0	5168.6	278050	0	167610	0	45398	42623	31765	23658	2049.7	249890	0	175480	80587	279450	48180	798970	82408	0	0	289420	15705	175560	0	0	149840	290830	0	239690	12802	15328	655180	433960
ENSG00000124789	446010	612780	465810	642910	352170	1932400	713470	22963	48776	160790	787860	35515	1447000	540180	944330	242220	764720	417610	433660	3329800	143180	1667300	212540	983270	1000600	3793700	231320	1562700	882350	1111800	524890	939620	192120	66504	1242700	635600	524590	1174100	181680	132470	3507400	230410
ENSG00000124795	1458200	1194300	2706800	4933200	3730000	50787000	3787600	144740	21352	630220	10414000	82278	5153900	2395500	6436800	578590	3674400	1103300	2769400	15383000	4771100	5583200	399640	3560500	4612600	11600143	4695400	6266000	1324900	4013100	2179900	4478000	400660	18680	9266360	1188130	5749800	7547100	1571000	2400800	9103400	3454100
ENSG00000124813	52619	21115	19667	0	0	0	0	0	0	38224	0	0	6281.7	0	0	0	0	0	0	0	29434	0	0	119450	0	0	100490	36699	127150	0	202780	31321	0	0	0	0	0	0	0	8466.2	0	0
ENSG00000124831	1483600	2504500	1586200	670139	1378032	11879357	3828270	151300	396310	771636.3	8834300	158030	2458289	994987	2515491.6	624110	1474377	1821700	802090	2064709	2416600	2513758	221236	2563800	474091	9121410	2480100	2046487	4552100	2965100	3472760	2159630	1576550	243060	6212800	1414690	2736470	3186293	787245	1128608	9878080	1587401
ENSG00000124839	0	0	7883.8	112650	0	13070	0	9437.2	0	130060	0	0	263890	0	4005.5	0	29759	0	0	23785	0	0	1660.4	294660	14453	0	80073	20643	0	0	0	0	0	20162	0	58250	1047900	0	78613	3361.8	77195	0
ENSG00000124882	50377	0	16101	0	0	118600	0	0	121000	10631	0	0	222570	0	0	0	0	0	34650	0	0	222890	0	40538	31490	215740	127710	11028	0	47957	10530	33609	9539.6	0	0	0	65331	108340	0	0	0	11624
ENSG00000124942	25006000	10948000	21892000	3969900	44387000	18100000	21381000	1007000	937600	4642600	5060600	783620	39697000	15374000	21739000	708590	2289600	839630	5391400	46757000	734300	78921000	3002600	6054000	4713900	26894000	11430000	20235000	25808000	13353000	16324000	6376900	7185400	1074100	3059400	18117000	3217600	4304600	14955000	7610500	5920300	20363000
ENSG00000125037	1549800	1351000	392570	3558000	262220	7837900	1963400	204150	72052	174880	1310700	509220	1833500	1386000	1260600	343410	1079500	292390	1633400	2646600	949440	1992000	189540	1647500	686950	3778200	3253900	1400000	3764000	1329700	1503900	326030	456960	88397	2407000	1339000	3392700	2017200	498720	217530	2141900	149530
ENSG00000125089	1171.7	0	0	9985.4	0	100680	0	0	0	0	0	0	2623.6	0	0	0	0	0	0	0	0	0	0	0	2376.7	28968	0	0	0	0	833.11	0	0	0	0	0	15853	0	0	410.28	41369	0
ENSG00000125107	282890	242510	381720	291910	636610	2547500	905760	32748	134660	246820	815620	35076	506070	463600	783150	239340	920190	383000	107080	1311200	205940	545590	49309	949760	237530	776940	165630	535050	616940	788410	786350	485830	90969	25429	762600	325800	662010	1216000	427360	123670	2478100	217450
ENSG00000125148	249740	818180	159900	297700	1147100	64658000	113460	8244.2	0	28058	6878000	0	418020	0	0	56202	0	48999	4067200	0	190830	1359700	17212	283100	92940	2872800	31592	24270000	9266400	181180	4521700	581540	0	0	163240	0	539260	244410	97820	948200	534760	7655.5
ENSG00000125166	20814000	15045000	26837000	29890000	37460000	262170000	60218000	4317700	217750	7540800	62758000	9075800	62762000	6072600	25048000	5853600	10747000	15916000	14741000	66547000	22369000	35070000	25856000	62265000	12831000	50961000	46274000	32221000	35246000	30984000	26316000	14380000	1418600	2844000	34343000	28219000	64407000	77467000	11364000	8356000	74584000	434630
ENSG00000125246	7564.8	355860	64607	36114	116180	23434000	166140	69623	83977	9475.5	0	114530	307480	69729	5766.7	19169	0	12598	32215	94353	9798.5	118870	139520	39587	75448	0	340300	77479	39759	19059	62891	167960	79449	55464	529610	208860	204030	97326	23206	29884	1248300	163340
ENSG00000125249	0	0	19832	237370	0	1519300	0	8951.1	93821	9170.1	0	0	85931	0	0	0	0	0	0	0	0	0	0	261090	62945	0	0	109510	212710	66128	0	84154	0	0	0	0	0	0	0	115390	0	0
ENSG00000125257	1780400	531640	280670	254030	426830	2668600	292360	14372	76478	202650	445540	20634	923220	24333	264730	80687	162260	92442	698180	274080	1070200	759940	16319	297350	52047	2993500	154020	119090	166640	312540	92009	263390	119850	38369	919910	807900	348930	220240	956880	415540	658300	17827
ENSG00000125266	0	10449	0	0	28405	1701800	163000	0	0	0	0	0	32608	0	0	0	0	0	0	0	0	0	0	0	0	275770	106100	0	0	0	0	0	0	0	0	2137000	0	0	0	72389	34916	0
ENSG00000125304	4978000	1576100	1222300	3858100	2513600	44111000	3006100	799230	53341	368180	5594800	179970	4019800	1305300	2673700	569550	609790	629720	960890	861500	671790	7900100	1067700	3507900	297750	7482900	4025700	1173100	1799700	1052200	1285800	8158800	612760	677020	8090500	2278000	3270500	1348500	3495400	565560	5828700	360440
ENSG00000125351	141180	214040	206560	167440	124300	940340	152640	4868.3	0	15861	150790	0	438360	0	389640	0	190260	99931	44109	563760	85583	595860	58096	113750	50512	564630	179650	148640	45851	85039	3205.7	58145	13462	0	515950	51113	334910	655030	239680	31668	1625100	0
ENSG00000125352	0	10929	0	0	32919	252060	0	0	2652.2	2157.4	0	0	30379	0	29790	30150	273520	0	66353	0	52313	185810	0	281000	0	0	107370	80742	28887	552850	337950	0	0	0	27024	29923	0	192720	0	6279.3	332040	0
ENSG00000125354	470460	440380	76419	466260	549430	819840	775970	16640	17381	61421	10927000	0	321160	85997	16389	257020	822410	355570	104490	1354600	386620	129050	66628	441990	2145100	156590	744460	996960	609490	136960	1739600	434890	46062	15894	3041400	223790	999280	1079900	125710	22969	1398200	517950
ENSG00000125375	192090	325790	127270	273610	537170	4912300	1974800	31724	26354	83037	1289200	170670	1882900	74482	249220	0	113010	307960	86041	1912300	110990	500720	507312	261280	172690	2052100	847160	799460	291800	368740	266880	254490	23535	32448	420020	356880	1054200	571730	769120	249580	524160	21589
ENSG00000125398	0	0	52910	0	12769	196890	55278	0	0	45124	0	8542.8	139720	0	457920	0	0	61824	0	183300	10809	83161	0	235440	0	0	16904	42024	75842	159170	0	117670	0	0	941500	0	0	0	0	20749	83100	0
ENSG00000125434	0	250080	11929	0	13931	216190	28003	0	0	0	0	0	15988	0	0	0	0	5765.6	26857	18242	5654.1	0	0	0	24890	0	61799	40146	10664	0	0	0	0	0	12895	0	49903	0	83332	4403.8	0	538.94
ENSG00000125445	0	202010	206190	0	291850	3462900	280400	17951	10661	131260	0	57294	592450	0	175190	24275	0	327280	122240	378940	103460	370310	79343	1056900	279300	1498200	790100	390860	1052200	323560	3550500	167670	208130	11529	579930	75270	223500	309400	261580	105000	391150	82578
ENSG00000125447	44197	0	8550.2	0	29445	1047400	0	0	9190.9	0	43232	505.33	5512.2	35015	146490	0	256730	4285.6	0	135590	0	0	1839.9	9449.3	0	79428	25073	75576	39085	43212	0	21968	13457	0	421860	245670	28262	0	0	0	0	0
ENSG00000125449	0	0	0	0	0	226910	0	31230	3982.8	2265.7	0	42443	14136	0	23191	0	0	36254	10356	0	26211	0	25518	0	0	144640	0	0	0	0	134300	0	0	0	37307	21320	19591	0	0	14925	0	0
ENSG00000125450	653360	2097160	1159480	161960	516552.7	4933000	4267700	70054	573940	84136	3073200	83810	1398069	113730	2095652	782680	161790	266470	324040	4961966	1713540	1642260	581137	1411446	1386200	7549800	268500	1851060	2599400	2454786	4305400	905715	348750	196060	2126778	4478600	1857180	4602500	1086680	814333.7	1600600	354700
ENSG00000125454	17731	36169	49741	289800	295620	3032000	320170	18948	61723	26579	195720	53759	722490	93226	219250	32787	498470	62901	80406	739740	63157	209830	27346	288930	166830	446140	324760	151330	261100	525730	352140	58262	42834	40927	126770	116060	125620	788450	100940	130330	133500	0
ENSG00000125457	180990	598290	265720	333740	135780	6806100	273850	27642	349590	31564	1109400	0	28489	75947	658050	39579	87224	192580	293350	581400	627270	33898	0	149550	439100	752270	356190	247360	348130	724040	1419900	109570	31757	0	66959	67335	346370	774310	791550	36401	0	111010
ENSG00000125458	2207700	1397900	1490000	540320	603060	23974000	2265300	380730	302470	150060	2992200	127020	1485900	242130	2574000	192530	2185200	1480500	658140	2295900	530370	875120	112150	1265900	998690	413430	3201200	3004400	1885800	1255200	2326500	39349	60612	7723.1	205860	878190	520720	7639300	2143100	1476600	412400	282650
ENSG00000125459	219770	2954300	265500	43701	118340	5878100	3893000	19639	45662	37793	10926000	23809	1527400	84458	262170	396280	163710	34135	473480	374830	1669000	244720	69826	222310	139630	886250	190010	340480	647420	972630	562610	400410	42833	26615	656790	14345	2662700	77236	269140	116060	5349000	95330
ENSG00000125484	232170	59437	53526	80727	250970	1415000	110480	0	0	51131	748700	0	220830	45915	245120	58807	137150	123970	51947	749260	276900	166960	77917	515270	192220	768890	69520	539220	190990	480390	342940	324740	24097	0	781690	98929	254900	16370	383630	108140	121030	52420
ENSG00000125485	0	0	0	0	0	0	14297	0	0	0	3595.9	0	0	0	2588.8	0	0	0	0	11084	20264	12975	14983	0	26624	0	0	0	0	18327	0	0	0	0	34277	0	44932	0	0	0	0	0
ENSG00000125503	49140	0	0	76757	57914	0	0	4312.7	2535.2	13514	0	4167.4	13632	9889.1	47845	36757	23918	23514	4682.7	0	10181	0	5728	6848.9	6128.7	88824	0	0	33110	16012	32569	0	0	0	102650	50406	33284	286580	65945	24770	91794	0
ENSG00000125534	44706	23305	91515	185390	0	365670	695240	0	5115.9	12280	0	0	197180	18341	365360	35055	35133	204350	0	943290	86140	364260	59153	26348	2168900	2250000	8797	449560	1294800	0	2340400	286490	18254	2765	199970	123360	329750	124560	268030	90234	28847	0
ENSG00000125611	1395600	1019700	1479000	412240	224990	3066100	764650	2247.1	16724	269540	283690	6536.8	1585600	154340	80797	182720	236070	503530	334320	797520	174550	1071900	9576.5	3172700	384160	2327500	429080	3741000	4496300	452610	362630	437760	245280	19647	720550	456800	580840	1753800	320360	862320	551370	0
ENSG00000125618	0	0	10109	0	12719	389130	0	0	410470	0	0	0	0	231430	34746	10277	0	29225	0	0	0	18679	0	0	23141	128110	0	12561	0	0	0	0	30526	0	0	10310	46030	91720	11127	0	117610	158990
ENSG00000125629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1663.9	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125630	63728	0	21221	10699	3042.6	3778200	66849	3155	5918.4	9469.8	398710	4071.6	279770	0	113070	6231.2	8161.1	39333	50195	1310000	30122	67569	17752	234350	22626	278230	53031	105080	24637	86271	100040	31373	12228	9139.7	271740	8818	77630	108880	22075	8759.3	190930	0
ENSG00000125633	129230	197340	26635	127640	119960	487100	119870	81639	22040	23220	165600	13417	162260	32205	113970	32921	90779	56553	6129.5	126620	74090	70856	19264	69184	98105	213160	86797	73241	128260	55297	495960	42600	27116	46870	196070	162410	234950	83074	144830	52963	1117300	95121
ENSG00000125637	0	0	0	0	5878.3	0	0	0	0	0	37718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24567	0	0	19909	86856	0	0	0	0	0	0	0	19887	0	0	0	0
ENSG00000125651	1130100	1126400	702780	369460	1455600	18406000	1608200	521700	373110	190660	1537100	37742	1326300	236240	883600	607780	1277700	344940	375900	2216100	563910	1879400	52269	1748500	470230	1962900	394350	2923900	4555300	500400	1023400	537200	295010	1242600	1827900	652080	1882000	1322700	669510	872690	2018200	197100
ENSG00000125652	877930	62287	164250	583510	186710	812990	434770	0	0	50740	0	0	850870	133380	112110	62460	106480	73024	109150	317080	93815	120390	21900	240280	22237	3778400	197640	461920	641580	87391	0	47866	55824	117190	155410	117790	175560	682420	247130	46135	81079	395320
ENSG00000125656	1725400	1085800	314190	1867200	2175900	12090000	4387000	67069	53287	463390	2397000	14732	3413300	1026100	3848100	511600	878110	1120200	577100	6601800	1209000	8477600	183340	1637600	1675900	8001000	2298800	1738000	4712700	2657500	1769800	737750	1044400	15266	3968400	1395400	3335400	3090000	1028200	406350	3902500	179850
ENSG00000125657	0	0	0	35393	58053	455220	0	0	5714.7	0	0	11482	0	0	0	0	0	0	0	0	0	0	0	0	0	1704000	0	0	0	0	0	0	0	24046	0	0	0	0	0	0	0	0
ENSG00000125676	238240	359560	294800	121190	93983	1107700	136040	8684.1	3382	159400	650610	74881	1077600	48936	347470	61484	279980	338120	46288	439440	46125	251310	46222	663490	453140	314460	556970	341100	685650	296940	1548700	170370	48218	32469	227450	56967	117950	934190	31874	107130	1170600	16618
ENSG00000125686	0	56317	141200	177500	410090	262850	76784	33817	85432	38015	463670	5748.3	765510	139220	10115	77860	47622	769.21	23766	143750	61083	18603	5219.6	100910	13496	842940	118820	13224	26908	18999	84366	331840	4048.6	107350	27982	113620	1444600	205500	43134	99019	119160	14467
ENSG00000125691	6059200	3595200	9201300	4358200	2276600	34232000	16100000	602360	6808400	2093800	7784600	2166200	14779000	1365500	17135000	134020	9708900	4707200	9160000	24311000	6057000	7553100	2068400	18186000	7646100	22898000	3630700	15278000	19579000	6427700	55850000	3428400	652720	503550	10959000	7426500	7404900	19324000	3911400	7026900	4952000	1082000
ENSG00000125726	21422000	0	285050	11321000	3664800	22703000	552500	15440	0	0	305720	0	0	0	66879	4944	97809	16492	90750	404860	88590	96362	0	765340	7470	0	79859	825180	154230	23359	972500	0	89899	13682	61820	7037900	465610	0	167310	750870	330490	1139400
ENSG00000125730	127800	219160	28700	25620	239360	198400	37219	1828.3	1492.9	4034.9	36800	0	57655	0	3989.3	3542.2	0	7552.4	7109.9	10660	19837	63685	62755	37866	13118	77510	58114	20697	1592.4	8491.5	91756	8449.3	4710.5	538.4	135940	15539	14509	313650	4429.1	19966	247690	0
ENSG00000125733	2881700	2794700	1040900	276250	978060	4788300	5913161	63548	1194400	244070	226370	62113	2586500	453890	2860339.1	152950	898900	161620	425000	4556900	762645	4814000	50540	881770	445320	4640450	128013	1828500	1274117	265940	3292300	359770	405540	23569	888430	777450	2023885	842760	2111952.1	644014	832980	1176600
ENSG00000125734	62964	0	7560.5	0	0	61334	34347	0	0	0	94216	0	0	0	19801	0	0	0	0	0	0	386610	7358	0	0	97421	0	0	0	26846	0	7556.8	0	0	52290	6278.8	0	40198	0	23021	0	0
ENSG00000125741	1863600	1016400	243940	1027800	1607000	4197100	689110	48800	163850	66733	819330	3565.7	4154300	183320	357040	108820	1173700	238120	286220	1063000	465260	699880	347040	739540	386110	3043400	971730	432850	317290	430620	757440	1508000	10643	0	879840	820820	902100	822150	134170	645950	2168100	0
