GENE_ID	A498	A549	ACHN	BT549	CAKI1	COLO205	DU145	EKVX	HCT116	HCT15	HL60	HOP62	HOP92	HS578T	HT29	IGROV1	K562	KM12	LOXIMVI	MCF7	MDAMB435	NCIH226	NCIH322T	NCIH460	NCIH522	OVCAR4	OVCAR5	OVCAR8	PC3	RPMI8226	SF268	SF539	SKMEL2	SKMEL28	SKMEL5	SKOV3	SR	SW620	T47D	TK10	UACC257	X786O
ENSG00000000003	16468	25062	97496	237260	122520	2082000	23668	0	0	4866.6	0	0	339230	0	355780	10197	0	48945	0	305360	18347	93014	98374	197410	358520	733360	323330	63971	47908	4612.2	40369	219490	36748	30758	525150	205880	101020	63360	0	11040	2072800	15655
ENSG00000000419	6915700	4038100	1500000	7289200	4171200	39862000	5864700	780570	22560	814660	4659200	1222200	6537100	2939600	4577300	2401500	2167100	1762800	2295800	4489000	7592800	4984400	1035500	6344800	1471900	9046600	6610500	3913700	7870800	10024000	4240700	1966000	2282500	588990	3934200	5880800	7713600	7503900	7896900	2388300	5871200	158690
ENSG00000000457	24927	9423.9	6312.2	0	8398.2	1608200	90735	20391	3652.7	9969.1	0	10100	18071	14581	49262	51665	0	0	3154	19384	0	8879.1	0	88865	18186	62910	0	8884.4	37696	32517	0	5779.1	0	22312	94604	26081	22486	15153	51189	5728.6	0	17622
ENSG00000000460	0	0	0	0	0	359030	0	2324.3	0	0	0	481.64	0	0	3218.7	20701	0	0	0	0	0	9789.6	0	39087	0	21724	0	0	0	0	0	0	0	9272.2	17844	0	5185.7	0	0	12948	0	0
ENSG00000000938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000001036	365990	33868	426630	302410	783400	3489100	256520	93710	9549.4	310990	876310	15673	3444800	247120	248840	54550	26600	133930	130370	699040	213020	781240	846230	690080	3977.5	805920	1858700	583980	232650	31299	392850	878940	59092	169370	866200	377790	610250	506180	339700	76990	1683000	251220
ENSG00000001084	1048900	5418200	240910	200820	244010	33959000	4738300	105310	703280	74349	1268200	25521	698640	110710	712730	113090	154660	364670	34298	1587500	377850	694400	396530	2688400	380660	539650	62924	970860	1933700	1223400	1254500	185870	57513	20988	1211200	623760	270720	1239100	283600	239440	740670	191610
ENSG00000001167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704170	0	0	0	0	1135800	164370	0	0	0	0	0	0	0	0	0	0
ENSG00000001497	5313.6	10129	8730.2	15670	38089	4803600	7946.3	0	23845	8368	0	0	184270	15145	51813	0	138880	51258	0	142080	5952.5	38737	0	96719	16812	84172	0	5413.2	99667	181980	240190	64758	1927.6	0	54247	24683	41622	11820	27417	4151.9	673940	0
ENSG00000001561	46757	151340	289570	136420	40769	184480	207720	61368	74573	48600	100620	40040	5721	0	45379	358240	0	34900	254860	348540	9574.8	131380	198630	15680	91133	0	730740	130460	38122	52370	182860	290240	18340	0	194050	0	39870	0	219810	81786	277080	0
ENSG00000001630	934320	524770	2298400	733960	634950	5510900	3305100	729570	31140	1438500	5619200	323790	11123000	2662900	2474500	399930	1378300	167530	1561000	2121400	982660	2552100	765610	4593200	1618200	23054000	1886900	3240400	2156100	250220	1933500	1851700	156640	753530	5770000	554830	3502500	1646900	547800	876690	10468000	1371100
ENSG00000001631	0	253770	0	0	2602.1	5890.4	0	0	0	3382.6	0	3829.7	21978	0	0	0	0	4565.2	0	0	10318	0	5696.1	0	0	0	0	0	0	0	6560.4	0	0	0	0	0	0	0	0	3223	0	0
ENSG00000002330	291380	236160	0	423820	398080	39039	481520	0	2042.3	22599	451750	0	1290000	183390	366480	0	110680	93822	349130	662780	37907	611520	242500	0	77252	819850	113200	817080	295540	0	633790	79259	51471	0	0	290910	368140	316970	446630	98972	346940	0
ENSG00000002549	7194600	2122500	2326300	6469300	8795000	95425000	16110000	130650	1351600	2232600	21864000	1178900	12983000	1797100	10091000	4968700	6278800	3306900	1799900	9090700	7496300	5919800	17061000	7322700	2466400	7941700	10557000	6610400	13300000	21361000	16518000	6254200	1758800	561660	11981000	3452500	15660000	10877000	2801800	5863300	14186000	9147300
ENSG00000002586	2264900	3115500	7534	141330	2808600	23885000	2316300	82551	5336.5	326160	0	2022.2	10859000	809160	29747	873170	0	825390	0	1736600	1517300	14927000	1200000	902550	668970	2290600	1160400	778570	4360400	3927100	5432600	3527900	1144200	0	1505800	316740	3434500	1519900	1352300	869670	0	736970
ENSG00000002726	0	62068	22007	15006	0	1901000	16303	0	0	0	123500	0	93776	0	37098	0	54980	6217.6	43908	0	30292	0	0	4173.5	0	41598	0	47564	110180	7391.8	231160	57723	0	0	42515	0	101750	0	25260	2302.2	0	6172.1
ENSG00000002822	554550	881380	602470	933960	534610	3927000	712310	13120	38631	82279	898930	11297	1834900	575150	915740	293610	517430	617840	100240	2629300	68277	1208000	307760	1377800	995240	1355500	977240	871270	428370	435780	416360	869480	265930	23951	1117800	429630	537630	900490	189970	127090	2033400	272580
ENSG00000002834	16512000	18181000	9200100	6104600	19145000	232830000	21104000	244630	375840	1411400	23719000	123660	27626000	6913400	36344000	2746400	14446000	20925000	8601400	23250000	3281000	24973000	5751900	11621000	9473100	23979000	32589000	23946000	6087700	10057000	12713000	9366000	7130600	40656	2873600	11131000	10973000	61618000	26729000	8546300	18238000	1048000
ENSG00000002919	0	42266	0	0	0	17835	0	0	0	0	0	0	33921	0	21998	0	0	20835	0	0	0	0	0	0	0	156940	0	0	140130	265990	0	0	0	0	0	0	0	216120	0	0	0	0
ENSG00000003056	2458100	171420	4276200	8545400	4538600	10766000	1399100	118480	89171	238230	6031000	363740	5426600	881440	2762200	945450	2047900	893950	3129500	3452500	7246300	17335000	1678400	1756100	1679300	10309000	1470000	1599500	2166500	2716700	2608600	2246500	16375	406810	16939000	417660	5353900	1990600	421880	1478700	10195000	202440
ENSG00000003249	0	0	0	0	0	645070	0	0	0	0	0	0	0	81355	0	16012	0	0	0	161440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003393	134490	0	7943.8	6754.4	13123	84634	22273	0	0	1447.6	53859	0	237070	41598	9512.8	0	0	18567	72687	7919.3	11614	10460	3596.7	22828	19190	69499	23453	83367	52702	65325	56533	14336	0	0	14413	85656	110310	125270	3336.3	9248.1	78012	0
ENSG00000003400	0	0	0	44234	0	96679	28806	4826.1	0	7381	0	35258	19796	0	6065	0	77850	0	16300	89350	0	14954	0	38817	0	0	0	15163	0	92430	43790	0	0	0	14663	191400	0	84274	0	245460	0	0
ENSG00000003436	90129	0	78114	0	62663	5143.1	38613	27230	0	0	0	41222	37883	0	25118	0	0	0	0	0	6080.3	0	0	0	0	0	55833	0	59743	0	281250	16490	0	0	0	68676	0	56643	0	23086	0	0
ENSG00000003509	688430	706920	254100	828470	937270	5039700	683240	0	53164	88692	40678	13392	961740	76132	313890	128120	140100	87022	315040	708980	622120	476930	153290	1590200	884790	1432500	206720	163210	378830	170490	175230	503530	8996.6	92763	1329800	201540	1136400	134910	231460	127350	2481800	70450
ENSG00000003756	30820	0	26179	0	0	2458.4	0	0	1962.7	6975	40206	8860.6	0	0	24454	13099	0	0	0	52657	0	58473	0	0	0	0	0	0	0	0	0	0	0	8796.6	18178	10992	0	324450	37848	0	0	0
ENSG00000003987	228530	0	18531	0	145460	56088	138770	16053	66750	24003	11847	7139.2	408120	0	30325	65762	0	0	41057	198590	7792.9	218560	0	256620	44343	318030	0	156460	201570	24579	153340	0	29310	52562	144690	34023	100420	0	46780	0	76640	0
ENSG00000003989	0	0	0	0	0	642550	0	0	0	382910	0	0	0	0	0	95587	0	0	0	0	70834	167970	0	0	0	0	0	16190	3179.7	0	0	0	0	0	0	0	134350	0	160500	0	0	0
ENSG00000004059	8639900	2762900	1918400	1911000	1705700	32267000	5356300	288000	830120	522130	4746000	384810	4834700	1122800	6677700	360810	3351400	3874600	1143000	1706300	2696700	2494100	307870	2543700	3426900	8177500	1871000	2041000	2039100	4545900	3859100	1121700	352670	29630	3291600	1867300	2633900	14054000	2691600	2664500	3070300	49409
ENSG00000004139	35813	92642	90926	0	71132	2312200	63133	198.14	32571	8086.8	0	761.22	242530	0	38186	40868	7745.3	34275	0	30736	9360.1	57943	35978	27151	106730	81886	27092	57849	26990	43485	180780	10619	7110.5	571.54	4633.3	59697	22542	0	14994	181980	783660	0
ENSG00000004142	2753300	1268300	3434000	1775100	2500600	14589000	4359100	294920	57879	122490	1754500	730380	7062500	824750	3096600	638840	1191500	870300	2523300	4317600	1306700	5392500	1329500	5760700	1769100	2472900	1426900	1254200	2164000	3263300	1088900	1987800	1403400	662750	4728800	2673600	2065400	4253800	1865600	857040	5142800	28264
ENSG00000004399	58912	31437	3205.6	28150	29491	54221	11936	0	1099.9	2070.5	2441.3	958.53	3585.5	14147	2478.1	156900	18508	14432	8086	5669.3	5770.8	18945	0	31453	34800	75823	21064	16821	14963	46086	40914	295970	12896	3282.5	4671.4	11203	55156	75338	11576	38663	242110	5542.4
ENSG00000004455	13577000	7410800	6259200	30698000	14919000	134780000	18462000	1513700	290440	4804900	116810000	4564900	26046000	5376400	26458000	12197000	26745000	17329000	17278000	42344000	16653000	38337000	2061700	18695000	9864100	106520000	42732000	19004000	31651000	37302000	24313000	5049700	5024000	4110100	37813000	17952000	57790000	36782000	17729000	10475000	33119000	4017300
ENSG00000004468	0	52360	70761	0	28525	99732	0	0	113880	8930.1	392030	0	21366	84750	53826	31511	0	26159	137340	37813	10169	27666	128000	147970	11997	470670	336900	55831	95580	2324100	51100	134900	0	5373.5	90614	0	0	26921	0	20826	151940	0
ENSG00000004478	9147400	7329700	7196400	13404000	12192000	150190000	10054000	961420	238280	7319800	64114000	1379100	16544000	5252000	19510000	4911200	20562000	9091600	4499300	29736000	18234000	11774000	6385000	22720000	5510100	28882000	8951300	27381000	9585300	27216000	23869000	3777600	1744400	519350	25729000	2365000	21415000	31353000	55784000	10425000	17026000	9262200
ENSG00000004487	475720	708080	509270	1149300	802270	7525000	1391200	160730	29191	336010	6230400	97888	1783500	491750	1234900	81332	1311300	999600	298350	1494300	275730	511510	563950	4645600	1747400	5045400	917160	858280	1993900	1934100	919770	1974200	270640	72542	2522200	956160	754780	586310	952010	206950	2419500	111230
ENSG00000004534	0	0	0	0	0	62855	0	0	1954	0	0	0	0	0	0	0	0	0	5158.8	0	0	0	0	0	7578.7	0	0	0	0	0	0	0	0	0	5403.6	0	0	0	9744.4	0	0	0
ENSG00000004700	4303600	5151800	3975700	1619300	2031600	19277000	7306800	259660	843190	367390	2955300	431020	5570000	1971600	2591000	3343700	1719700	1948200	1276900	9160000	1571200	11187000	110110	2755500	902320	2820300	525520	2748100	792380	2971700	16723000	3164400	285760	699790	10165000	1061200	4963500	5037200	1868200	1704400	8856000	1851900
ENSG00000004766	119420	20715	151070	127330	43815	1130800	56577	45707	22253	37236	104440	4386.9	480760	31140	156110	13635	31707	50856	0	90049	114480	106510	33232	33380	64737	379570	69397	37397	393540	75455	52744	11117	9604.7	15081	483480	37020	111070	5242.5	58838	94234	415330	7493.7
ENSG00000004776	49665	186780	0	0	86353	606180	0	0	0	17600	0	0	7609000	255130	0	0	0	69686	879480	2394100	0	0	0	1902500	0	403400	43251	473010	0	95597	0	157040	54278	0	0	119360	238030	0	0	715460	304460	0
ENSG00000004779	8225500	2042510	1008150	6764100	354321	12647700	7936600	94381	263810	263880	19191000	300410	8273800	607240	14696770	79364	7809800	1865170	7410900	9754700	12933400	7070000	4921900	4308960	6957370	17828500	1001360	6290200	1828500	11914600	1061930	3075830	87927	289708	3042000	4803600	20413500	941410	6625700	2701980	1801892	50236
ENSG00000004799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12317	0	0	0	0	0	0	0	0	0	0	168820	0	0	0	0	0	0	0
ENSG00000004864	15887000	10654000	9117300	3071500	5278300	34574000	7110300	1688700	1004200	1151300	2190700	919220	38290000	1673100	6325400	11380000	3474600	4019000	2325700	6234500	9662700	6413500	282720	16116000	3970200	126060000	655070	3728200	16701000	6816800	6378700	5470600	2028100	5951800	42374000	5203900	37904000	16994000	4175900	7001900	53603000	8934900
ENSG00000004866	20706	7690.2	0	499560	24770	278230	111090	8211.1	4784.8	53316	1802500	3058.2	1554400	83580	18502	0	345210	0	28723	171420	583120	48020	67356	94912	12254	282190	1033600	26060	18569	32503	12805	63619	0	13570	38662	477860	35270	105980	16922	435950	202440	0
ENSG00000004897	0	43427	16852	18904	63536	401070	26903	0	53043	8093.4	266330	0	101410	0	41500	16251	0	49049	106600	71699	26243	24428	5059.4	83295	35720	0	22865	22797	34839	55415	145880	37182	4524.7	0	121450	17148	57836	85983	37159	26465	593350	25471
ENSG00000004961	0	1275300	130490	1547800	1194700	8389600	1005600	100350	10672	82868	161140	24244	3051900	177040	987890	203210	425280	425460	0	3281200	133440	4897100	120440	2616800	11788000	2896400	916050	1340500	2318800	680980	2098900	781010	275220	7279.3	1864600	1266600	395260	1252600	278330	437600	1818600	24443
ENSG00000004975	51130	20448	167620	369290	83063	234920	387440	0	13570	12793	0	0	156840	34525	19999	11562	9086.4	148750	0	197970	14442	475080	5975.5	81905	0	39620	130810	137580	69239	96979	119330	42506	173350	0	1426000	10842	238260	253270	0	1959.7	82948	11567
ENSG00000005007	863690	611110	445890	823970	376750	11862000	1655000	76089	79224	808810	10263000	78227	1715300	572010	1311000	180170	3270400	1257000	232520	2060800	547780	1406700	245500	1001200	735480	5271700	779060	1201800	3119600	2143400	7064500	926920	308630	124810	2026900	945500	1525700	2727800	846120	558520	5793600	125480
ENSG00000005020	78136	0	3527.2	0	0	0	0	0	0	0	1991300	0	71982	29250	0	0	45604	0	0	0	0	0	9873.8	23356	0	0	0	70290	0	0	0	20175	0	0	3538.5	0	0	0	16175	0	103550	0
ENSG00000005022	19362000	23911000	4700200	34488000	15139000	186720000	19433000	2505700	317060	2545000	39191000	3094800	53196000	7992600	26844000	8807500	19939000	10659000	16907000	31441000	41722000	31205000	4953700	41817000	19466000	69242000	18730000	16079000	44017000	23443000	23511000	22416000	3715900	5857500	42040000	22360000	72043000	48215000	14066000	6085900	66564000	2732400
ENSG00000005100	23268	32865	13402	0	10488	4523.1	9446.4	3459.6	325290	0	61864	0	85783	7498.6	31317	0	30795	15406	0	33985	2899.5	13209	0	41949	11254	5238.1	14893	0	2408.9	55082	51300	0	1835.6	0	104720	15476	32229	35885	0	9428.2	104440	0
ENSG00000005156	340000	445780	214310	60553	249120	2939300	579860	14765	239500	106710	501100	43127	718290	88820	1010700	55476	388240	146650	131050	420570	96161	571570	88854	1043600	361160	1074600	318000	135460	171220	612360	209870	379700	31707	103820	1048200	257100	640420	153670	395070	75390	1886700	224860
ENSG00000005175	139410	1247500	439660	715700	258820	2081900	688270	81641	49893	168650	600340	42790	384430	316160	751830	216360	1889300	674170	188270	695360	215440	397940	56748	786140	250290	989600	567860	420170	1775200	732450	815950	365130	96237	44259	939420	519740	771700	1587100	452300	100280	1798000	189500
ENSG00000005187	0	0	0	116630	0	638150	28801	952.95	2593800	0	0	0	26662	0	9540.3	0	364780	8343.6	0	12559	0	4973.9	0	0	11025	0	16025	23578	0	15945	26443	347910	0	9565.2	9417.4	9959.1	23036	0	0	3400.6	0	52397
ENSG00000005194	593440	2735300	1363000	1058000	988670	14698000	1943800	213280	50742	237420	1971500	11170	2007700	325310	1216200	1144600	4512200	1092500	999830	2535200	1463800	729500	339100	4997200	984600	2183100	1093700	4297800	1803200	4608000	1809100	466840	1043200	28261	3811700	1129500	2383300	7138000	1483400	391580	4664400	451210
ENSG00000005243	1126330	46149	4978400	0	12623000	294680	10361000	0	119190	101153	0	0	5622731.8	74682	13969544	41759	216970	0	0	40640110	0	7173810	0	1222824	2207400	0	349943	44871	0	1984400	0	1296890	0	19091	223750	426810	0	0	256310	4912300	279120	2394500
ENSG00000005339	0	0	0	2215.2	10748	21601	18340	0	0	1172.8	12658	0	13435	0	74410	6939.1	0	8599.2	0	25158	0	13292	0	45597	36804	22068	5528.2	60753	24661	6070.5	30364	35786	2909.3	0	0	17676	2756.9	0	1866.2	0	1139.9	0
ENSG00000005381	114170	146430	61906.7	146820	145141	334260	82514	11293	13231	27281	561110000	6719.5	309757	8967.9	82319	153840	83017	7386.5	68900	199180	53506	98277	21980	122280	58012	270110	309178	103654.5	102320	66013	63347	30033	33305	6448.6	173160	47574	176820	202420	166150	103523.5	180310	198770
ENSG00000005436	6804.5	154210	83190	38743	2936.5	744050	49043	0	0	1764.6	30105	2380.4	145650	7556.3	21821	51901	55414	9968	106690	16495	56057	55196	6585.5	22339	26588	29033	14836	12677	58965	16317	9731.5	4142.2	6284	0	72737	32612	28313	315740	18350	12179	30602	8825.6
ENSG00000005448	0	0	0	0	33438	239280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125390	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005469	573190	535800	250100	0	148880	127810	40645	5188.5	20669	26676	22659	12256	1014600	115100	262360	465510	67519	37628	9186.1	803160	122010	238590	19633	224410	116030	308970	70441	151010	163790	52257	7924.1	42064	59349	22007	259900	80073	74952	1437900	74428	116360	373540	4389.1
ENSG00000005486	50051	226530	290950	0	0	825450	546670	112520	0	30269	115390	128850	706990	0	488890	68622	0	180190	102910	972830	0	411000	20113	814380	198760	201890	275680	122360	208470	136600	177460	156400	179540	27297	532240	102030	273270	445390	353650	54559	143110	31077
ENSG00000005801	69244	0	103341	31587	13188	0	0	0	0	0	0	0	0	0	0	2938.9	0	0	0	83281	0	0	0	0	0	0	19691	40140	0	57991	0	0	0	0	0	0	16584	0	9816.9	0	0	0
ENSG00000005810	173800	4160.4	10991	7291.5	84246	109570	11150	11557	85351	24093	44580	4997.5	199400	0	52424	55572	45101	97221	53058	331890	146170	0	5007.4	69579	2861.1	151660	9169.5	129940	17026	52760	139810	42098	0	16443	4383.2	17197	11129	15269	32253	51982	22793	1170.1
ENSG00000005844	77454	0	3811	17434	3741.1	3860900	23553	1503.4	112980	1600.4	1270700	0	41258	19470	274620	0	0	1605.7	0	132470	0	40952	14854	10419	11008	37461	160980	25127	11912	75784	0	13463	1403.4	0	15743	26856	23619	3383.9	3174.6	0	29287	388.95
ENSG00000005882	141400	58661	0	0	28337	4730.4	0	13671	0	8461.6	826950	59726	215220	12237	748090	0	13497	0	44127	201300	298040	547210	0	0	407000	1743700	109320	0	30537	106250	0	67511	74280	24117	345500	0	70023	0	474160	30781	0	0
ENSG00000005884	7625900	4437100	9914700	3643300	22924000	3414600	11408000	484450	221190	386880	8580500	618840	46805000	1043200	2693400	184250	259640	329360	2967100	6228300	408720	26896000	199250	686630	87588	9213400	9918400	2964700	3578400	885650	2906000	3490300	315060	97456	610390	15962000	1095200	366150	645240	7176000	1969400	1362200
ENSG00000005893	12521000	2628000	3628200	24530000	15271000	10799000	2398300	2116000	37193	1032700	43457000	1998900	43453000	3714600	2598400	5249700	3207400	1888200	1944100	4975400	7542500	18971000	1206900	8302100	3657000	22061000	6794500	4158200	10101000	5182000	13824000	30697000	1140200	4308300	27577000	7160500	34892000	2826000	6332500	3046800	74346000	627490
ENSG00000005981	0	0	0	0	0	137900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006007	50158	55276	87960	42961	0	729880	0	0	0	150640	63602	0	134470	123050	4171.2	1551.2	0	0	0	0	0	131390	32578	52804	26243	0	358120	132030	93996	277140	0	34712	0	0	61930	32347	0	127000	0	37070	193790	42400
ENSG00000006015	0	0	13366	1654200	34502	30302	0	27184	0	0	140850	1101.6	0	0	0	0	0	32915	0	0	0	109050	0	444310	0	170070	0	0	63472	0	0	0	50629	0	0	0	2271.4	0	243990	0	172360	7112.7
ENSG00000006042	96980	0	0	0	0	0	0	0	0	0	0	6464	0	0	0	0	0	160180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1231.1	0	0	0	0	0	0	0	0
ENSG00000006047	0	0	0	0	0	109900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4756.3	0	48745	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006118	9228.2	38428	6063.3	0	36470	68979	32861	0	0	0	0	0	28888	0	1828.4	0	84721	0	0	7743.7	0	210200	5136.7	106130	55001	117880	33221	0	51172	0	298680	23083	18358	0	0	2889.6	26066	6636.3	85254	18186	121970	8691.1
ENSG00000006125	10704000	6348400	2910100	3936000	10283000	50412000	9413100	692470	308140	1730800	6938700	803250	8986800	2513000	4709500	2250200	3865300	3880300	2524300	11723000	3097100	5396300	265310	8947500	5080900	12869000	5815000	8637100	12415000	6482900	10214000	8753500	868390	582520	12957000	5429500	6700900	5256500	6673900	2359000	25891000	1499700
ENSG00000006282	485280	1184400	247830	93596	471380	1146600	331130	907.59	34256	8805.2	508210	0	355030	175470	138650	38948	33181	74265	29451	1835600	47383	1151100	148070	258600	207280	528970	317210	269220	315800	31665	28035	108870	26209	3070.3	381560	126600	231230	217710	108650	168000	3704200	31304
ENSG00000006327	241190	39898	0	0	92461	0	0	0	61389	21073	0	0	0	0	0	33912	0	44715	73293	79107	25659	55063	30856	359100	125070	522030	0	352190	0	114170	707350	0	0	0	0	0	12975	233320	0	9777	0	0
ENSG00000006451	9904700	2631200	3406600	5380500	3204700	26033000	1924100	956750	0	359280	6741700	42683	18623000	2203200	5269000	770160	2554500	1547100	2911100	7216700	1879700	5589300	1078800	6281300	3154100	11649000	8477700	6335300	3999000	2857100	5460700	2201700	754750	10184	4165900	3931200	5845800	8927700	5020000	1278200	1707700	691770
ENSG00000006453	1069600	1411200	78020	75213	184250	4541500	1056500	62270	105420	78793	0	31348	406850	35731	801150	83592	87275	169630	0	178080	549040	715040	60508	152590	48474	3747500	452920	242310	123400	84246	0	28658	787470	129130	357030	60891	662030	7698300	161750	450160	900820	243660
ENSG00000006530	0	0	0	0	29021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17415	1913.7	0	0	18659	0	0	0	0	0	0	0	0	0	0
ENSG00000006534	367490	2224900	452390	29680	1287400	92166	988280	61823	0	20372	0	0	2835600	0	186180	11556	111490	19156	18550	192060	125980	1826200	961100	514380	10452	79580	2262100	52018	83605	89650	0	55020	0	0	50892	292310	13592	31449	281650	819940	57773	0
ENSG00000006607	18698	0	18509	0	0	6265.8	0	0	0	3174.4	0	0	31260	0	0	0	0	0	0	0	0	0	0	0	0	56972	0	32290	0	0	0	0	0	0	0	9655.4	0	0	10701	0	0	0
ENSG00000006611	51259	211050	13466	375690	89780	3651800	184420	0	29230	31079	1919000	0	181200	130740	185900	18461	25696	11885	14770	329480	16469	356430	25024	143090	75270	834150	198600	177300	100820	166980	85714	361420	25560	2142.5	181260	51990	55739	0	0	11508	700470	94619
ENSG00000006638	0	0	162200	0	0	47144	131220	0	0	0	0	0	229580	0	52588	0	113420	0	0	124330	0	287460	10636	0	130280	437840	0	0	55483	0	0	0	0	0	302830	41953	0	0	0	84749	0	0
ENSG00000006652	45767	129760	75625	1762100	127010	10520	144570	4103.6	0	5832	6243300	7476.6	190140	477730	9870.8	0	86195	55209	0	27653	63875	31565	607790	582960	10260	3116800	91075	716790	0	662500	0	623640	0	0	18010	7542.1	226400	538030	70105	15177	106680	77001
ENSG00000006712	252260	244450	181050	53737	108090	3082600	593780	24688	91468	23699	61220	53077	254970	140360	655150	292730	323500	75390	195880	799820	113490	400910	14914	913210	338970	1278000	172710	336500	464480	303960	455470	336980	139120	59193	881980	299610	625900	424060	298980	116600	610210	379810
ENSG00000006715	98524	393330	19640	47108	130890	653220	5491.5	36597	60710	15328	84971	9851.2	156520	6158.7	89183	3446.4	57886	0	5643.6	58536	40126	123610	0	151490	28391	234260	131310	52086	83274	134870	31741	64190	17524	9564.4	256870	42911	92427	50076	130650	28954	61747	0
ENSG00000006744	1952700	1518800	1408200	627010	935310	7563800	3021200	88755	129030	273760	1252300	194180	2113200	629620	984400	380800	2655200	984690	342870	3922500	496890	1836800	79893	4447500	754720	1962400	944170	1192400	1397700	2033700	3194300	321000	199470	111680	2379600	269450	1742600	991160	424310	631930	4191000	276350
ENSG00000006747	39333	40253	533920	78120	73184	368960	13575	1855.7	473730	40613	286590	17095	413030	92997	590480	75388	55861	16653	0	94778	61417	186250	104360	285550	111360	0	329390	285640	519610	239590	277000	119380	1444800	737460	15054	22609	629170	101990	80248	88777	6656000	5464.9
ENSG00000006757	133190	234400	0	0	0	560340	34141	12271	4784.9	5152.4	344990	54993	272780	0	69291	45499	0	0	0	59538	0	99673	17028	147750	41551	0	394760	45957	702970	179410	0	0	0	37129	228420	125430	280370	544730	104380	117530	420920	0
ENSG00000007062	0	21433	3059.1	20440	46949	2695.6	0	0	0	3671.4	41693	0	0	0	143950	4086.5	0	12325	0	1969.4	0	0	6323.6	0	0	3641200	28487	22519	9196.5	11632	22815	15645	14951	0	3286.8	0	10162	0	0	6016.3	19638	8884.7
ENSG00000007080	2241000	2549700	466360	2548900	1870700	1964800	3314900	176860	562840	1131500	3640500	52975	4686400	2622000	2442200	967630	2192800	1753300	1442800	3705000	2118100	1121200	991580	2113900	1093200	8472400	2478100	4059000	6791600	2690800	3157200	1384400	1187500	53995	595240	2360800	3669200	8232100	897860	1125600	4699000	1104800
ENSG00000007168	4010100	865840	2379000	2595300	1076000	28247000	5399500	340400	11288	331480	2117900	229260	948760	1530700	1660900	439440	1527100	813160	2230200	7665100	3351900	3237600	412120	2281300	806070	2445400	2359500	5957700	850730	179360	7185200	1934800	150540	158070	6739700	1054500	4788100	4455300	1606200	793790	8788500	32018
ENSG00000007202	460720	0	5322.8	15917	868420	44423	0	1818.8	583.13	4435	280680	0	940310	1657.3	3184.6	2735.7	11706	7555.5	0	6571	0	51671	9902.9	10772	4949.8	47522	597940	4936.8	29689	5116.8	5052	378270	11740	0	41118	5914.8	13468	0	1085.4	1657.5	56283	12689
ENSG00000007237	13961	0	11963	33223	0	3203.1	0	0	0	0	0	2221.7	98262	0	0	10578	0	0	37194	0	51062	0	2044.7	93278	0	49032	0	0	37695	0	0	10105	0	0	0	40504	48355	0	0	5281.7	664450	14926
ENSG00000007255	50647	345760	74771	334820	166920	1318000	42374	1235	115620	33645	527320	7493.8	25635	298350	772720	41527	344480	0	279810	489360	0	131870	230760	0	396900	1126900	0	262270	27697	1054000	566840	10472	214890	30756	326750	209280	501260	1864500	725540	269560	310260	12084
ENSG00000007264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17851	0	0	35605	0	41232	0	0	9713.3	0	0	15724	0	0	351220	0	0	0	0	0	0	195950	0	0	0	0
ENSG00000007392	74372	298340	203460	149250	87237	228610	368810	7319.4	0	62872	291870	69783	39896	25802	25055	79627	1534600	58246	239670	1773800	79476	43495	0	803080	236180	142230	61683	820700	252030	25689	31696	116380	13463	3018.9	476880	95308	121430	277890	48403	56897	281750	20075
ENSG00000007520	0	0	0	864420	0	1617.1	0	0	0	0	0	0	0	0	0	0	0	0	0	55513	0	58217	0	47641	91131	0	0	0	0	205590	0	0	0	0	0	0	36992	0	0	0	0	0
ENSG00000007541	0	0	0	0	0	62635	0	0	0	0	0	0	0	0	0	6684.9	0	5929.6	0	150650	0	0	0	0	2392.5	0	3793.5	0	0	0	0	0	0	0	4863.4	0	0	0	0	0	0	0
