Prot_id	Gene_id	X786O	A498	A549	ACHN	BT549	Caki1	CCRFCEM	COLO205	DU145	EKVX	NCIH226	NCIH23	NCIH322T	NCIH460	NCIH522	HCC2998	HCT116	HCT15	HL60	HOP62	HOP92	Hs578T	HT29	IGROV1	K562	KM12	LOXIMVI	M14	MALME3M	MCF7	MCF71	MDAMB231	MDAMB435	MOLT4	OVCAR3	OVCAR4	OVCAR5	OVCAR8	PC3	RPMI8226	RXF393	SF268	SF295	SF539	SKMEL2	SKMEL28	SKMEL5	SKOV3	SN12C	SNB19	SNB75	SR	SW620	T47D	TK10	U251MG	UACC257	UACC62	UO31
O43657;A0A087WZU5;A0A087WYV6	ENSG00000000003	15655	16468	25062	97496	237260	122520	13291	2082000	23668	0	93014	17936	98374	197410	358520	17907	0	4866.6	0	0	339230	0	355780	10197	0	48945	0	414480	35056	305360	32963	44598	18347	0	67265	733360	323330	63971	47908	4612.2	76054	40369	148400	219490	36748	30758	525150	205880	161480	303010	9455.4	101020	63360	0	11040	112510	2072800	238110	64520
Q5QPK2;H0Y368;O60762	ENSG00000000419	158690	6915700	4038100	1500000	7289200	4171200	11901000	39862000	5864700	780570	4984400	1383900	1035500	6344800	1471900	2167000	22560	814660	4659200	1222200	6537100	2939600	4577300	2401500	2167100	1762800	2295800	16415000	1868000	4489000	8098800	9730800	7592800	4092600	3791400	9046600	6610500	3913700	7870800	10024000	8463600	4240700	4458800	1966000	2282500	588990	3934200	5880800	2212800	8274100	1402100	7713600	7503900	7896900	2388300	8403500	5871200	16467000	1486200
X6RHX1;Q8IZE3-2;Q8IZE3	ENSG00000000457	17622	24927	9423.9	6312.2	0	8398.2	134890	1608200	90735	20391	8879.1	7920.6	0	88865	18186	40810	3652.7	9969.1	0	10100	18071	14581	49262	51665	0	0	3154	163640	4645.7	19384	69119	22723	0	0	0	62910	0	8884.4	37696	32517	41068	0	4604.2	5779.1	0	22312	94604	26081	18158	0	8561.1	22486	15153	51189	5728.6	57915	0	34135	2122
Q9NSG2-3;Q9NSG2-2;Q9NSG2	ENSG00000000460	0	0	0	0	0	0	73073	359030	0	2324.3	9789.6	0	0	39087	0	0	0	0	0	481.64	0	0	3218.7	20701	0	0	0	0	12566	0	0	13095	0	0	0	21724	0	0	0	0	13677	0	20853	0	0	9272.2	17844	0	9917.1	37652	0	5185.7	0	0	12948	0	0	0	25061
P09769;Q5TGY6	ENSG00000000938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BTY2	ENSG00000001036	251220	365990	33868	426630	302410	783400	313250	3489100	256520	93710	781240	93451	846230	690080	3977.5	3129600	9549.4	310990	876310	15673	3444800	247120	248840	54550	26600	133930	130370	474500	1056100	699040	456660	577920	213020	11026	50058	805920	1858700	583980	232650	31299	985110	392850	276610	878940	59092	169370	866200	377790	73681	626760	133330	610250	506180	339700	76990	561570	1683000	665800	455470
P48506;E1CEI4	ENSG00000001084	191610	1048900	5418200	240910	200820	244010	1635000	33959000	4738300	105310	694400	307410	396530	2688400	380660	1879600	703280	74349	1268200	25521	698640	110710	712730	113090	154660	364670	34298	357080	59420	1587500	553840	211970	377850	1375100	32095	539650	62924	970860	1933700	1223400	415780	1254500	282090	185870	57513	20988	1211200	623760	833080	377930	73803	270720	1239100	283600	239440	722720	740670	443090	107210
P23511-2;P23511	ENSG00000001167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5678000	0	0	0	0	0	0	0	704170	0	0	0	0	0	1135800	0	164370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y4W2-2;Q9Y4W2;Q9Y4W2-3	ENSG00000001497	0	5313.6	10129	8730.2	15670	38089	25825	4803600	7946.3	0	38737	8389.3	0	96719	16812	54047	23845	8368	0	0	184270	15145	51813	0	138880	51258	0	216810	18734	142080	30285	130790	5952.5	21076	21924	84172	0	5413.2	99667	181980	66866	240190	21057	64758	1927.6	0	54247	24683	248880	18871	6048.3	41622	11820	27417	4151.9	198280	673940	336490	5027.3
Q9Y6X5	ENSG00000001561	0	46757	151340	289570	136420	40769	113530	184480	207720	61368	131380	61463	198630	15680	91133	585160	74573	48600	100620	40040	5721	0	45379	358240	0	34900	254860	84636	22660	348540	76294	392910	9574.8	53783	28547	0	730740	130460	38122	52370	113840	182860	0	290240	18340	0	194050	0	5213	366640	81959	39870	0	219810	81786	191360	277080	12839	98255
A0A0C4DFL7;Q16850;Q16850-2	ENSG00000001630	1371100	934320	524770	2298400	733960	634950	1947800	5510900	3305100	729570	2552100	2042500	765610	4593200	1618200	7315800	31140	1438500	5619200	323790	11123000	2662900	2474500	399930	1378300	167530	1561000	14907000	5343200	2121400	5016200	1819800	982660	577510	368580	23054000	1886900	3240400	2156100	250220	2166100	1933500	879200	1851700	156640	753530	5770000	554830	1383300	5231200	1952700	3502500	1646900	547800	876690	1787800	10468000	5334000	1205700
O00522-3;O00522;O00522-2	ENSG00000001631	0	0	253770	0	0	2602.1	22308	5890.4	0	0	0	10623	5696.1	0	0	0	0	3382.6	0	3829.7	21978	0	0	0	0	4565.2	0	0	0	0	0	7397.8	10318	0	0	0	0	0	0	0	0	6560.4	0	0	0	0	0	0	0	0	0	0	0	0	3223	0	0	0	2488.6
Q92934	ENSG00000002330	0	291380	236160	0	423820	398080	1015300	39039	481520	0	611520	24345	242500	0	77252	79391	2042.3	22599	451750	0	1290000	183390	366480	0	110680	93822	349130	385740	161350	662780	753720	417050	37907	456520	393840	819850	113200	817080	295540	0	128130	633790	284340	79259	51471	0	0	290910	256630	441880	1416.1	368140	316970	446630	98972	241170	346940	158410	147530
P28838-2;P28838	ENSG00000002549	9147300	7194600	2122500	2326300	6469300	8795000	17310000	95425000	16110000	130650	5919800	7892800	17061000	7322700	2466400	8079800	1351600	2232600	21864000	1178900	12983000	1797100	10091000	4968700	6278800	3306900	1799900	20311000	5743400	9090700	9268900	8674600	7496300	10830000	1176000	7941700	10557000	6610400	13300000	21361000	24179000	16518000	4494100	6254200	1758800	561660	11981000	3452500	6581600	17155000	2468200	15660000	10877000	2801800	5863300	7090700	14186000	12787000	2910000
P14209;P14209-3;A0A096LP69	ENSG00000002586	736970	2264900	3115500	7534	141330	2808600	77012000	23885000	2316300	82551	14927000	46886	1200000	902550	668970	530750	5336.5	326160	0	2022.2	10859000	809160	29747	873170	0	825390	0	6701600	2547600	1736600	898320	71607	1517300	443850	210940	2290600	1160400	778570	4360400	3927100	6570600	5432600	3823100	3527900	1144200	0	1505800	316740	2486500	888750	563210	3434500	1519900	1352300	869670	1992300	0	116430	1074500
P19801;P19801-2;C9J2J4	ENSG00000002726	6172.1	0	62068	22007	15006	0	50019	1901000	16303	0	0	5488.2	0	4173.5	0	17784	0	0	123500	0	93776	0	37098	0	54980	6217.6	43908	30579	18221	0	13714	50775	30292	0	24152	41598	0	47564	110180	7391.8	33856	231160	22298	57723	0	0	42515	0	0	0	0	101750	0	25260	2302.2	70092	0	76170	37006
Q9Y6D9;Q9Y6D9-3	ENSG00000002822	272580	554550	881380	602470	933960	534610	1427500	3927000	712310	13120	1208000	179510	307760	1377800	995240	352680	38631	82279	898930	11297	1834900	575150	915740	293610	517430	617840	100240	5403000	571540	2629300	1131500	160510	68277	51582	179700	1355500	977240	871270	428370	435780	2155100	416360	388250	869480	265930	23951	1117800	429630	492030	943160	316430	537630	900490	189970	127090	1496100	2033400	911470	335180
Q14847;Q14847-2;C9J9W2;Q14847-3	ENSG00000002834	1048000	16512000	18181000	9200100	6104600	19145000	69233000	232830000	21104000	244630	24973000	5878800	5751900	11621000	9473100	8697600	375840	1411400	23719000	123660	27626000	6913400	36344000	2746400	14446000	20925000	8601400	60532000	5779600	23250000	6661000	38743000	3281000	600570	1696200	23979000	32589000	23946000	6087700	10057000	17970000	12713000	30793000	9366000	7130600	40656	2873600	11131000	12293000	16679000	12881000	10973000	61618000	26729000	8546300	11979000	18238000	14057000	12078000
Q9Y5W9-2;Q9Y5W9;J3QRB9;J3KTN6;J3QLV8	ENSG00000002919	0	0	42266	0	0	0	48862	17835	0	0	0	0	0	0	0	0	0	0	0	0	33921	0	21998	0	0	20835	0	0	0	0	127610	0	0	0	0	156940	0	0	140130	265990	0	0	122460	0	0	0	0	0	0	0	0	0	216120	0	0	0	0	0	0
P20645;F5GX30	ENSG00000003056	202440	2458100	171420	4276200	8545400	4538600	9024200	10766000	1399100	118480	17335000	2026900	1678400	1756100	1679300	3079000	89171	238230	6031000	363740	5426600	881440	2762200	945450	2047900	893950	3129500	18863000	9042700	3452500	2351500	1935200	7246300	976790	154030	10309000	1470000	1599500	2166500	2716700	2382100	2608600	801410	2246500	16375	406810	16939000	417660	75987	8247200	2544800	5353900	1990600	421880	1478700	2985000	10195000	8183200	2955500
H3BLZ2;Q9H9R9;Q9H9R9-2;Q9H9R9-3	ENSG00000003249	0	0	0	0	0	0	0	645070	0	0	0	0	0	0	0	0	0	0	0	0	0	81355	0	16012	0	0	0	0	0	161440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36451
Q96Q42;H0Y696;Q96Q42-3	ENSG00000003393	0	134490	0	7943.8	6754.4	13123	44808	84634	22273	0	10460	0	3596.7	22828	19190	9247	0	1447.6	53859	0	237070	41598	9512.8	0	0	18567	72687	39726	0	7919.3	0	24992	11614	35738	0	69499	23453	83367	52702	65325	120100	56533	0	14336	0	0	14413	85656	0	277120	26961	110310	125270	3336.3	9248.1	17706	78012	22415	0
Q92851-2;Q92851-4;Q92851-6;Q92851-5;Q92851	ENSG00000003400	0	0	0	0	44234	0	352870	96679	28806	4826.1	14954	0	0	38817	0	16068	0	7381	0	35258	19796	0	6065	0	77850	0	16300	0	45675	89350	102340	12488	0	0	94774	0	0	15163	0	92430	0	43790	0	0	0	0	14663	191400	0	0	0	0	84274	0	245460	69799	0	149390	20418
P10646;C9JT76;C9JQ14;C9JKV3;P10646-2	ENSG00000003436	0	90129	0	78114	0	62663	0	5143.1	38613	27230	0	57450	0	0	0	0	0	0	0	41222	37883	0	25118	0	0	0	0	0	0	0	0	18929	6080.3	0	0	0	55833	0	59743	0	0	281250	0	16490	0	0	0	68676	0	0	0	0	56643	0	23086	21396	0	0	19029
Q7L592;Q7L592-2;C9JS27;C9J236	ENSG00000003509	70450	688430	706920	254100	828470	937270	1334800	5039700	683240	0	476930	134540	153290	1590200	884790	466890	53164	88692	40678	13392	961740	76132	313890	128120	140100	87022	315040	982850	278670	708980	407940	736740	622120	122580	59155	1432500	206720	163210	378830	170490	634070	175230	44534	503530	8996.6	92763	1329800	201540	189480	2132600	153540	1136400	134910	231460	127350	628110	2481800	2372300	182650
P52756	ENSG00000003756	0	30820	0	26179	0	0	56155	2458.4	0	0	58473	5248.4	0	0	0	22201	1962.7	6975	40206	8860.6	0	0	24454	13099	0	0	0	63384	37978	52657	20051	27513	0	0	613.33	0	0	0	0	0	225600	0	0	0	0	8796.6	18178	10992	9215.9	24868	0	0	324450	37848	0	46174	0	0	5153.8
Q9Y216-2;Q9Y216	ENSG00000003987	0	228530	0	18531	0	145460	1855.5	56088	138770	16053	218560	366420	0	256620	44343	165450	66750	24003	11847	7139.2	408120	0	30325	65762	0	0	41057	0	61705	198590	45919	18420	7792.9	16932	0	318030	0	156460	201570	24579	51990	153340	0	0	29310	52562	144690	34023	83036	0	51451	100420	0	46780	0	125460	76640	105790	56247
A0A1W2PR06;P52569;P52569-3;P52569-2	ENSG00000003989	0	0	0	0	0	0	1246600	642550	0	0	167970	0	0	0	0	0	0	382910	0	0	0	0	0	95587	0	0	0	585060	3606.7	0	0	0	70834	0	0	0	0	16190	3179.7	0	167920	0	0	0	0	0	0	0	0	0	0	134350	0	160500	0	0	0	499140	0
P84085;C9J1Z8	ENSG00000004059	49409	8639900	2762900	1918400	1911000	1705700	11739000	32267000	5356300	288000	2494100	2230400	307870	2543700	3426900	2581500	830120	522130	4746000	384810	4834700	1122800	6677700	360810	3351400	3874600	1143000	11951000	2000900	1706300	10150000	3083400	2696700	2316300	863010	8177500	1871000	2041000	2039100	4545900	4811900	3859100	1843900	1121700	352670	29630	3291600	1867300	3266300	5353400	883630	2633900	14054000	2691600	2664500	2977600	3070300	8430800	1327800
Q6SZW1;Q6SZW1-2	ENSG00000004139	0	35813	92642	90926	0	71132	388700	2312200	63133	198.14	57943	91656	35978	27151	106730	0	32571	8086.8	0	761.22	242530	0	38186	40868	7745.3	34275	0	239030	68475	30736	17040	0	9360.1	3996.5	0	81886	27092	57849	26990	43485	31098	180780	81674	10619	7110.5	571.54	4633.3	59697	67543	0	101620	22542	0	14994	181980	72291	783660	974560	66050
Q9Y2S7;B4DEM9	ENSG00000004142	28264	2753300	1268300	3434000	1775100	2500600	10311000	14589000	4359100	294920	5392500	1492200	1329500	5760700	1769100	3044800	57879	122490	1754500	730380	7062500	824750	3096600	638840	1191500	870300	2523300	8061100	2117600	4317600	2990900	2804100	1306700	1493100	693910	2472900	1426900	1254200	2164000	3263300	2190700	1088900	5737200	1987800	1403400	662750	4728800	2673600	229920	10100000	848890	2065400	4253800	1865600	857040	5330000	5142800	10723000	791750
Q9Y4D7;Q9Y4D7-2	ENSG00000004399	5542.4	58912	31437	3205.6	28150	29491	15125	54221	11936	0	18945	7673.1	0	31453	34800	6118.1	1099.9	2070.5	2441.3	958.53	3585.5	14147	2478.1	156900	18508	14432	8086	9052.5	59300	5669.3	16936	52887	5770.8	24662	8930	75823	21064	16821	14963	46086	4553.3	40914	11575	295970	12896	3282.5	4671.4	11203	2793.1	90978	203820	55156	75338	11576	38663	79118	242110	8097.2	5110
P54819;F8W1A4;P54819-2;P54819-6;P54819-5;P54819-3;F8VZG5;F8VY04;P54819-4	ENSG00000004455	4017300	13577000	7410800	6259200	30698000	14919000	77555000	134780000	18462000	1513700	38337000	17159000	2061700	18695000	9864100	21452000	290440	4804900	116810000	4564900	26046000	5376400	26458000	12197000	26745000	17329000	17278000	100460000	10859000	42344000	28556000	15067000	16653000	14359000	12114000	106520000	42732000	19004000	31651000	37302000	34210000	24313000	10823000	5049700	5024000	4110100	37813000	17952000	14470000	21911000	6463600	57790000	36782000	17729000	10475000	30315000	33119000	105430000	12809000
P28907	ENSG00000004468	0	0	52360	70761	0	28525	13404000	99732	0	0	27666	115570	128000	147970	11997	46600	113880	8930.1	392030	0	21366	84750	53826	31511	0	26159	137340	36886	31428	37813	0	0	10169	1994500	0	470670	336900	55831	95580	2324100	47306	51100	0	134900	0	5373.5	90614	0	31623	133270	0	0	26921	0	20826	15801	151940	139650	6878
Q02790	ENSG00000004478	9262200	9147400	7329700	7196400	13404000	12192000	47520000	150190000	10054000	961420	11774000	35882000	6385000	22720000	5510100	14062000	238280	7319800	64114000	1379100	16544000	5252000	19510000	4911200	20562000	9091600	4499300	30445000	3989400	29736000	48759000	16374000	18234000	12829000	1828500	28882000	8951300	27381000	9585300	27216000	35106000	23869000	7624300	3777600	1744400	519350	25729000	2365000	9778500	13622000	5118100	21415000	31353000	55784000	10425000	15358000	17026000	27806000	5259500
O60341;O60341-2	ENSG00000004487	111230	475720	708080	509270	1149300	802270	6076000	7525000	1391200	160730	511510	116080	563950	4645600	1747400	997370	29191	336010	6230400	97888	1783500	491750	1234900	81332	1311300	999600	298350	1980400	660530	1494300	5859500	804440	275730	2424300	711140	5045400	917160	858280	1993900	1934100	2062300	919770	84169	1974200	270640	72542	2522200	956160	1837600	840100	703590	754780	586310	952010	206950	1988700	2419500	3387900	910260
E9PGM9;P78332;P78332-2;F8WCA5	ENSG00000004534	0	0	0	0	0	0	22098	62855	0	0	0	0	0	0	7578.7	1887.6	1954	0	0	0	0	0	0	0	0	0	5158.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5403.6	0	907.71	0	0	0	0	9744.4	0	5460.1	0	0	0
P46063	ENSG00000004700	1851900	4303600	5151800	3975700	1619300	2031600	9100300	19277000	7306800	259660	11187000	4647400	110110	2755500	902320	2232500	843190	367390	2955300	431020	5570000	1971600	2591000	3343700	1719700	1948200	1276900	8369000	2491600	9160000	2475900	554360	1571200	2557500	240140	2820300	525520	2748100	792380	2971700	18243000	16723000	1479400	3164400	285760	699790	10165000	1061200	2063800	3314000	3145000	4963500	5037200	1868200	1704400	6810400	8856000	9977900	1598600
Q96JG6;Q96JG6-3	ENSG00000004766	7493.7	119420	20715	151070	127330	43815	203370	1130800	56577	45707	106510	80478	33232	33380	64737	4415.2	22253	37236	104440	4386.9	480760	31140	156110	13635	31707	50856	0	935750	74623	90049	395370	209740	114480	138650	15176	379570	69397	37397	393540	75455	374860	52744	137060	11117	9604.7	15081	483480	37020	135300	148450	118290	111070	5242.5	58838	94234	224200	415330	164430	232850
A0A1X7SC65;O14558;K7EP04	ENSG00000004776	0	49665	186780	0	0	86353	648020	606180	0	0	0	0	0	1902500	0	0	0	17600	0	0	7609000	255130	0	0	0	69686	879480	105010	164510	2394100	0	0	0	24342	0	403400	43251	473010	0	95597	0	0	0	157040	54278	0	0	119360	0	228890	12775	238030	0	0	715460	0	304460	0	181010
I3L505 O14561	ENSG00000004779	50236	8225500	2042510	1008150	6764100	354321	15344400	12647700	7936600	94381	7070000	380260	4921900	4308960	6957370	5721030	263810	263880	19191000	300410	8273800	607240	14696770	79364	7809800	1865170	7410900	19570400	3454900	9754700	4189900	2355300	12933400	1329000	215990	17828500	1001360	6290200	1828500	11914600	2395000	1061930	8205720	3075830	87927	289708	3042000	4803600	523820	289280	337070	20413500	941410	6625700	2701980	3799600	1801892	21628200	2205840
Q16654	ENSG00000004799	0	0	0	0	0	0	0	0	0	0	0	0	0	12317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168820	0	0	0	0	0	0	0	0	0	0	0	0
Q9UJS0;Q9UJS0-2	ENSG00000004864	8934900	15887000	10654000	9117300	3071500	5278300	4405800	34574000	7110300	1688700	6413500	8159600	282720	16116000	3970200	13446000	1004200	1151300	2190700	919220	38290000	1673100	6325400	11380000	3474600	4019000	2325700	884610	20078000	6234500	14721000	4351100	9662700	889050	1618700	126060000	655070	3728200	16701000	6816800	11787000	6378700	4798700	5470600	2028100	5951800	42374000	5203900	9268200	19780000	4932100	37904000	16994000	4175900	7001900	7373100	53603000	40297000	1815700
B7Z4U3;B7Z4L1;E7EPD9;H7BXS2;Q9NRC1-4;E7EPW5;G3XAH9;E9PCV1;Q9NRC1-6;Q9NRC1-5;Q9NRC1-3;Q9NRC1-2;C9JU30;Q9NRC1;E7ENZ9;Q9NRC1-7	ENSG00000004866	0	20706	7690.2	0	499560	24770	0	278230	111090	8211.1	48020	206610	67356	94912	12254	16019	4784.8	53316	1802500	3058.2	1554400	83580	18502	0	345210	0	28723	0	248810	171420	382100	0	583120	521970	0	282190	1033600	26060	18569	32503	24785	12805	110310	63619	0	13570	38662	477860	0	1380000	0	35270	105980	16922	435950	51263	202440	80793	23142
P30260-2;G5EA36;P30260	ENSG00000004897	25471	0	43427	16852	18904	63536	197440	401070	26903	0	24428	15055	5059.4	83295	35720	38336	53043	8093.4	266330	0	101410	0	41500	16251	0	49049	106600	176230	40356	71699	30720	46996	26243	22282	0	0	22865	22797	34839	55415	85630	145880	15432	37182	4524.7	0	121450	17148	76123	77864	6397.6	57836	85983	37159	26465	63484	593350	15321	13709
P53701	ENSG00000004961	24443	0	1275300	130490	1547800	1194700	2460200	8389600	1005600	100350	4897100	721160	120440	2616800	11788000	1016000	10672	82868	161140	24244	3051900	177040	987890	203210	425280	425460	0	4620700	617300	3281200	565060	513550	133440	174850	84648	2896400	916050	1340500	2318800	680980	897690	2098900	2214900	781010	275220	7279.3	1864600	1266600	2051400	6451600	1731200	395260	1252600	278330	437600	3963900	1818600	5740300	362590
O14641;I3L2N2;I3L2W9	ENSG00000004975	11567	51130	20448	167620	369290	83063	231110	234920	387440	0	475080	5911	5975.5	81905	0	7050.2	13570	12793	0	0	156840	34525	19999	11562	9086.4	148750	0	13443	26898	197970	63159	50078	14442	980.45	236980	39620	130810	137580	69239	96979	4964900	119330	3979.5	42506	173350	0	1426000	10842	12981	172710	4166.2	238260	253270	0	1959.7	2173400	82948	80180	12441
Q92900;Q92900-2	ENSG00000005007	125480	863690	611110	445890	823970	376750	7200700	11862000	1655000	76089	1406700	1217000	245500	1001200	735480	1971700	79224	808810	10263000	78227	1715300	572010	1311000	180170	3270400	1257000	232520	4667400	318990	2060800	2467500	1277100	547780	4498900	360510	5271700	779060	1201800	3119600	2143400	6675200	7064500	2120600	926920	308630	124810	2026900	945500	6173700	1769700	879410	1525700	2727800	846120	558520	2822800	5793600	3505700	1134400
O75563	ENSG00000005020	0	78136	0	3527.2	0	0	0	0	0	0	0	0	9873.8	23356	0	0	0	0	1991300	0	71982	29250	0	0	45604	0	0	51712	0	0	0	0	0	0	0	0	0	70290	0	0	0	0	0	20175	0	0	3538.5	0	1548.6	0	0	0	0	16175	0	0	103550	60741	0
P05141	ENSG00000005022	2732400	19362000	23911000	4700200	34488000	15139000	57187000	186720000	19433000	2505700	31205000	18678000	4953700	41817000	19466000	19691000	317060	2545000	39191000	3094800	53196000	7992600	26844000	8807500	19939000	10659000	16907000	99475000	24668000	31441000	46484000	38300000	41722000	7720900	10645000	69242000	18730000	16079000	44017000	23443000	22637000	23511000	19778000	22416000	3715900	5857500	42040000	22360000	28965000	81391000	10504000	72043000	48215000	14066000	6085900	40956000	66564000	91223000	6556800
Q05BE5 Q9H6R0;I3L1L6	ENSG00000005100	0	23268	32865	13402	0	10488	60180	4523.1	9446.4	3459.6	13209	1195.2	0	41949	11254	60258	325290	0	61864	0	85783	7498.6	31317	0	30795	15406	0	0	0	33985	28649	9623.7	2899.5	8565.8	0	5238.1	14893	0	2408.9	55082	0	51300	34162	0	1835.6	0	104720	15476	13203	0	0	32229	35885	0	9428.2	6192.9	104440	0	0
P49916-3;P49916;P49916-4;P49916-2;K7ERZ5	ENSG00000005156	224860	340000	445780	214310	60553	249120	1360600	2939300	579860	14765	571570	73477	88854	1043600	361160	147660	239500	106710	501100	43127	718290	88820	1010700	55476	388240	146650	131050	2434700	285940	420570	599030	124960	96161	842950	32428	1074600	318000	135460	171220	612360	214830	209870	209520	379700	31707	103820	1048200	257100	269050	404370	242760	640420	153670	395070	75390	663820	1886700	1711900	74174
Q9H6T3;Q9H6T3-2;Q9H6T3-3	ENSG00000005175	189500	139410	1247500	439660	715700	258820	3344500	2081900	688270	81641	397940	699950	56748	786140	250290	455020	49893	168650	600340	42790	384430	316160	751830	216360	1889300	674170	188270	3480200	71304	695360	1308900	331540	215440	466930	132420	989600	567860	420170	1775200	732450	1405500	815950	219910	365130	96237	44259	939420	519740	620820	813380	308270	771700	1587100	452300	100280	905280	1798000	1309900	254760
H3BSM0;Q53FZ2;Q53FZ2-2	ENSG00000005187	52397	0	0	0	116630	0	0	638150	28801	952.95	4973.9	0	0	0	11025	23042	2593800	0	0	0	26662	0	9540.3	0	364780	8343.6	0	0	0	12559	0	0	0	0	22236	0	16025	23578	0	15945	0	26443	0	347910	0	9565.2	9417.4	9959.1	7118.9	108200	0	23036	0	0	3400.6	0	0	61779	15701
Q6FI81;Q6FI81-3;H3BV90;H3BT65;H3BUG4	ENSG00000005194	451210	593440	2735300	1363000	1058000	988670	9802300	14698000	1943800	213280	729500	856980	339100	4997200	984600	858100	50742	237420	1971500	11170	2007700	325310	1216200	1144600	4512200	1092500	999830	7909400	370560	2535200	1389600	1356200	1463800	829410	213420	2183100	1093700	4297800	1803200	4608000	1265000	1809100	1693200	466840	1043200	28261	3811700	1129500	479640	1657800	566760	2383300	7138000	1483400	391580	1886700	4664400	4093400	1426400
A0A0G2JLH9 Q9P299	ENSG00000005243	2394500	1126330	46149	4978400	0	12623000	43760	294680	10361000	0	7173810	57299	0	1222824	2207400	840660	119190	101153	0	0	5622731.8	74682	13969544	41759	216970	0	0	66485000	366636	40640110	941300	0	0	97599	247210	0	349943	44871	0	1984400	2167800	0	11155420	1296890	0	19091	223750	426810	18348000	1582410	24872260	0	0	256310	4912300	4404800	279120	1786250	5895580
Q92793;Q92793-2	ENSG00000005339	0	0	0	0	2215.2	10748	36566	21601	18340	0	13292	1400	0	45597	36804	5555.9	0	1172.8	12658	0	13435	0	74410	6939.1	0	8599.2	0	17534	1653.1	25158	36109	13527	0	20405	0	22068	5528.2	60753	24661	6070.5	0	30364	0	35786	2909.3	0	0	17676	51138	0	3361.6	2756.9	0	1866.2	0	6982.3	1139.9	0	1062.7
P05164;P05164-3 P05164-2	ENSG00000005381	198770	114170	146430	61906.7	146820	145141	148800	334260	82514	11293	98277	86645	21980	122280	58012	262480	13231	27281	561110000	6719.5	309757	8967.9	82319	153840	83017	7386.5	68900	241420	33597	199180	89162	96960	53506	119980	41114	270110	309178	103654.5	102320	66013	223890	63347	108944.3	30033	33305	6448.6	173160	47574	58128	162190	37471	176820	202420	166150	103523.5	230940	180310	317740	87557
P16383;P16383-2	ENSG00000005436	8825.6	6804.5	154210	83190	38743	2936.5	76355	744050	49043	0	55196	49571	6585.5	22339	26588	20544	0	1764.6	30105	2380.4	145650	7556.3	21821	51901	55414	9968	106690	185960	50304	16495	67211	15538	56057	101640	33740	29033	14836	12677	58965	16317	81714	9731.5	0	4142.2	6284	0	72737	32612	80190	137470	6353.2	28313	315740	18350	12179	56864	30602	37103	7406.4
Q9H977	ENSG00000005448	0	0	0	0	0	33438	478280	239280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125390	0	0	74900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKG9;Q9UKG9-3;C9J3D7	ENSG00000005469	4389.1	573190	535800	250100	0	148880	232650	127810	40645	5188.5	238590	39396	19633	224410	116030	500560	20669	26676	22659	12256	1014600	115100	262360	465510	67519	37628	9186.1	890000	445400	803160	181630	21540	122010	33541	263010	308970	70441	151010	163790	52257	47627	7924.1	1347500	42064	59349	22007	259900	80073	570940	527800	151230	74952	1437900	74428	116360	71822	373540	343340	70811
Q6NTF9;Q6NTF9-2	ENSG00000005486	31077	50051	226530	290950	0	0	115840	825450	546670	112520	411000	274200	20113	814380	198760	374150	0	30269	115390	128850	706990	0	488890	68622	0	180190	102910	968470	656550	972830	425940	0	0	107410	24015	201890	275680	122360	208470	136600	13323	177460	211420	156400	179540	27297	532240	102030	149710	741760	135410	273270	445390	353650	54559	541360	143110	1010300	40158
A0A087WT67;O14628-4;O14628-7;O14628-5;O14628-6;O14628;E9PPF8;E9PIN4;E9PLW9;E9PLF5;E9PMX5;C9JG37;E9PNM0;E9PSE6;E9PIY8;O14628-8 E9PIT0	ENSG00000005801	0	69244	0	103341	31587	13188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2938.9	0	0	0	0	0	83281	0	0	0	158590	0	0	19691	40140	0	57991	71120	0	0	0	0	0	0	0	7339.3	599080	0	16584	0	9816.9	0	0	0	0	73794.9
O75592-2;O75592	ENSG00000005810	1170.1	173800	4160.4	10991	7291.5	84246	17920	109570	11150	11557	0	4731.8	5007.4	69579	2861.1	20455	85351	24093	44580	4997.5	199400	0	52424	55572	45101	97221	53058	0	93183	331890	189250	23735	146170	27178	0	151660	9169.5	129940	17026	52760	662.1	139810	0	42098	0	16443	4383.2	17197	2631.8	2594.8	0	11129	15269	32253	51982	0	22793	11511	15598
