Prot_id	Gene_id	X786O	A498	A549	ACHN	BT549	Caki1	CCRFCEM	COLO205	DU145	EKVX	NCIH226	NCIH23	NCIH322T	NCIH460	NCIH522	HCC2998	HCT116	HCT15	HL60	HOP62	HOP92	Hs578T	HT29	IGROV1	K562	KM12	LOXIMVI	M14	MALME3M	MCF7	MCF71	MDAMB231	MDAMB435	MOLT4	OVCAR3	OVCAR4	OVCAR5	OVCAR8	PC3	RPMI8226	RXF393	SF268	SF295	SF539	SKMEL2	SKMEL28	SKMEL5	SKOV3	SN12C	SNB19	SNB75	SR	SW620	T47D	TK10	U251MG	UACC257	UACC62	UO31
Q9BQI3-2;Q9BQI3	ENSG00000086232	0	0	206720	0	0	0	0	0	287990	0	0	0	0	260090	0	0	0	0	454930	0	62883	0	0	0	0	0	0	0	0	238080	0	0	0	0	0	381380	0	0	0	0	0	0	0	15323	0	0	0	0	43827	0	0	0	0	0	0	0	0	0	136810
Q9UM22;Q9UM22-3	ENSG00000086289	366150	2962600	1387000	1903900	179650	840010	476200	636280	1289000	104910	628560	62127	926920	3445600	1407400	377390	120090	83211	130040	171050	415210	320340	234880	5524.3	371190	124240	222860	2108600	222100	483220	115730	302180	77666	25418	0	126850	1645200	625280	185950	78417	2301900	3666400	1424700	1750300	234970	2657.1	1097100	440670	146830	1758900	175280	202880	1204600	120490	587480	2193500	565940	3130900	3138800
G5E9H5;C9JQ16;A0A087WUJ3;Q9Y5X0	ENSG00000086300	0	0	0	0	0	0	0	0	71814	0	15124	0	0	0	0	0	0	5477.5	0	0	0	0	0	0	0	0	0	430710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60142	0	0	0	0	523670	0
P49903;P49903-2;P49903-4;Q5T5U6;P49903-3	ENSG00000086475	65778	2076100	760920	570060	1248300	2118400	13176000	15666000	3579600	252530	4887900	1314000	1055000	1938400	3735400	1757600	264260	479250	3045300	149120	5016900	1519300	2829800	429140	1325900	802800	672680	7840700	1030400	3231900	2725700	1531400	520080	3281200	372970	1813300	1238800	2479800	573630	152250	5926600	2695100	284310	1372500	362400	124470	3870800	1846300	57654	1281500	1700600	1486000	4035400	1338000	1088500	2105300	1834400	2050900	1499800
Q13084;A2IDC6;A2IDC7;Q4TT37	ENSG00000086504	80743	39874	66727	134790	27671	216400	346380	426990	0	0	377480	75148	14897	96617	29900	70084	0	25470	1589300	5643.4	43790	16020	50084	0	0	15016	0	258490	211270	113390	112060	32898	122680	45405	0	1667800	175500	816520	54611	168180	370520	842980	0	238560	6224.1	13598	185060	256810	37346	1300800	178540	41499	36830	0	22145	210690	5243.2	0	198120
P09105	ENSG00000086506	0	0	93134	0	266290	488200	59760	1852100	0	25695	127360	2710.5	0	0	14511	172730	0	0	391830	40710	919240	2487100	149460	49246	1774000	17598	293020	146740	0	0	118490	602970	367780	385930	0	3270800	87564	62779	0	73013	140590	0	0	1097500	7175.6	7261.6	43320	1217700	822470	245670	16783	3415800	0	1437000	0	92630	12281000	4990200	38538
P40199	ENSG00000086548	0	0	1517800	0	0	0	0	0	134870	0	0	0	0	0	9249.9	67814	0	9983.4	1454200	5683.3	0	0	0	0	0	8666.2	0	305520	0	0	0	0	0	0	0	42081	10672000	0	0	0	0	394010	0	0	0	0	0	0	0	0	0	4376.7	56526	0	11171	0	18457	0	38394
Q9NYQ8	ENSG00000086570	31610	4821.4	8427.9	52708	31466	39205	24022	108950	37953	1627.3	11990	2702	34779	18674	14592	12479	1733.5	11026	45643	391.94	103780	4148	31395	3514.6	6124.5	0	12962	0	15055	37009	245730	4478.6	5476.2	57269	56142	132210	10699	21461	31467	28775	989.82	52694	17557	41961	6701.1	0	15487	8615.1	0	6858.8	1177.6	8114.9	61112	12969	9514.9	48519	65489	25167	31042
Q9NW64-2;Q9NW64;E5RJW4	ENSG00000086589	44077	0	114210	224450	0	49771	1064800	653170	109540	0	0	193060	0	118900	0	17961	0	0	112260	0	173980	98749	25032	10301	17048	7576.9	0	3703000	9375.9	18854	47337	0	0	0	20251	0	54697	438160	0	0	141830	0	29770	0	32757	0	52974	60255	42147	0	0	174820	0	19613	8805.7	67211	322580	227700	21871
Q15363;F5GX39;E7EQ72	ENSG00000086598	118930	3156700	1036800	1518500	2167700	1409400	4820800	44310000	8404300	538450	12761000	2175000	1960200	4017800	2778000	6443900	600200	207940	1312600	817070	5657600	1337800	7987300	504330	699620	725780	1284500	9438100	2185200	8149300	4277200	2682300	528590	528610	1939200	7316800	1826500	3270700	2969400	3407000	9627300	3784100	1463200	3280300	1101400	168710	5956900	3715700	1111100	754040	1737300	2352600	1588000	2307300	3095700	7535800	1002700	5967000	1085400
Q86YB8;Q5TAE8	ENSG00000086619	0	260900	102920	0	13465	54003	263050	3859900	0	0	139220	94746	0	55984	62418	16788	0	23149	19605	0	0	44778	10952	28395	42591	175100	0	383350	34057	154500	0	0	16324	0	0	0	124910	555780	267590	0	29763	0	65933	15124	69776	12143	121540	28582	0	0	163060	0	187140	76117	25341	166580	361720	118680	44371
H0YMR5;H0YLR2 Q6FIF0-2;Q6FIF0	ENSG00000086666	29280	0	5190.3	278860	0	148040	228720	8133800	38144	0	64888	0	124880	63685	167890	96896	0	33284	0	0	0	0	558030	0	0	33980	87139	1152200	51421	0	237190	61918	0	2605.6	0	0	148680	744040	58111	2140500	9170.9	0	295210	369648	30958	0	183830	184490	37402	210850	0	305850	806490	0	49780	174550	484100	91025	57182
P37059;H3BS44;H3BRZ6	ENSG00000086696	0	29934	0	33681	0	0	5655.3	3561900	139360	8794.7	13092	0	0	0	10470	122450	0	4462.8	0	23136	123170	0	227410	41625	0	0	39794	326160	19245	42570	0	282980	154630	0	15598	280540	18227	0	113600	9202.6	150070	0	9715.7	0	13083	63680	0	38653	1430.2	0	0	20416	0	0	0	0	546440	0	23594
Q9NUQ3;Q9NUQ3-2	ENSG00000086712	374800	626160	170030	143400	181430	200230	1204000	1961900	1601300	1152	188460	215110	7944.9	623710	181040	786380	686000	249870	141970	42662	216980	145050	1038300	53386	521370	495990	123930	122290	24341	1100600	182270	765390	428540	141430	92015	1258700	152120	2565900	674410	826340	1206200	142110	216450	181560	78565	0	685870	547210	1349600	1129200	65839	593990	2922900	877280	213720	873930	1399300	210050	169150
Q9GZY6	ENSG00000086730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087X1S3 Q7Z6Z7-3;Q7Z6Z7;Q7Z6Z7-2	ENSG00000086758	266850	757597	986560	494490	804840	1388580	4397730	19360800	943630	28352	1513958	272895.3	122500	863704	302563	1068219	133590	225047	2576690	143120	1427807	160300	1208790	307309.3	587150	893439	86627	3699850	449016	2116800	1311180	1193753	527369	1764535.4	334450	2086600	897630	935003	1260500	1790716	977102	5368400	601361	510725	147020	40395	1548240	665171	1839280	918100	714850	652210	2082800	1707040	444918	1390200	2481200	2856200	689761
O43264;O43264-2	ENSG00000086827	86753	727590	632880	393610	154780	409040	2529400	7864100	1172000	66640	1040000	19729	137700	1600900	657440	1049800	112380	256820	585040	94600	1459700	209450	1171600	413240	557020	443660	231490	8049100	250560	2388500	1279700	504770	693820	681930	99823	1631700	811030	1527100	1220300	2145100	2390000	1153600	149440	625620	144250	198060	1493500	349610	1549500	797610	401440	821970	530230	1198700	128230	1569500	1851300	1698600	347590
E9PR43;E9PPP2;Q9NPH5-2;Q9NPH5-9;Q9NPH5-6;Q9NPH5-8;Q9NPH5	ENSG00000086991	0	91774	0	0	0	0	0	45969	88420	9599.6	0	19006	0	0	0	0	0	0	25972	19215	0	18802	17713	0	0	0	0	0	18408	65826	0	53058	22419	0	0	0	0	26375	39243	0	0	0	0	0	0	0	0	33244	0	0	0	14171	109830	103240	14802	0	0	189410	0
O15254;O15254-2	ENSG00000087008	0	13589	47141	0	0	65555	1071200	1847400	19162	9934	46167	16462	7561.9	15630	2957.3	12438	3054.2	1294.8	0	24740	61835	0	4913.4	7361.2	0	7221.3	9754.7	103370	3466.5	56926	64555	0	0	5322.3	0	60441	0	2259.3	66428	8963.3	11668	127210	0	72017	0	12530	15363	39252	56353	40035	0	14656	180730	8320.7	8509.8	36151	41549	40872	5975.5
C9JEX3;Q13614-2;Q13614	ENSG00000087053	0	16486	91849	0	0	14067	157240	142080	77389	0	0	0	0	216990	7901.8	8144.4	6780.1	9218.1	52262	880.95	25967	82576	64887	0	0	40737	6350	0	59648	217270	0	19382	52440	0	0	415940	0	138620	112370	66586	27641	192980	0	9904.6	7352.5	0	22253	32219	64906	92324	40597	62027	106230	27441	0	192320	109100	14350	31116
Q15654	ENSG00000087077	384800	2614200	49786	792410	346880	1027100	314660	1049600	375720	43411	154620	0	0	633260	13742	227920	4679.8	89149	853790	70388	2997700	535860	0	1676.3	2570600	288470	381490	188430	135520	174500	2044400	674110	204140	24409	13030	175240	132140	998530	30590	13773	522010	3539000	562350	174970	97669	18551	405350	117290	122000	956790	213300	790490	0	187790	214270	392780	905590	4179300	1213300
P02792	ENSG00000087086	0	4144200	483080	672590	2373500	536870	1098900	4487300	386870	43293	13978000	592600	317320	4765100	524270	1282000	329330	101700	2605200	196440	5238800	580160	318800	102620	309680	307780	667090	2812600	1059500	719780	446280	1071500	816650	2705400	0	2405800	204640	766690	50439	2231300	3544800	62276000	181690	1277400	115580	23301	794980	255630	204710	1710300	610640	1558300	660190	681400	504440	2813700	816980	7498100	302280
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5;H7C3A1	ENSG00000087087	878470	1021400	3096300	1664000	1754400	2234200	6950700	17944000	2298800	166320	5273300	2522800	200690	6740100	3231300	2999700	110550	887710	7611200	254040	7095100	1069000	3639400	603520	2155200	2394400	739970	9064500	1189600	4454200	4276400	1572600	1279900	2411900	855740	9879200	2109600	2364300	5161500	3521600	6069300	2117300	2498000	2911800	444770	303090	7916000	1388800	4164900	5657900	1824700	2870900	2197000	1254400	890480	4526800	12532000	8009100	1094200
Q07812-8;Q07812;Q07812-2;Q07812-5;Q07812-7;K4JQN1	ENSG00000087088	601420	7035300	1850900	3687200	2607100	2529800	17084000	34791000	592190	314500	5730400	3370300	1236100	3187100	1936900	2367500	1205500	827580	14743000	518800	7612900	876640	5844600	314700	1511900	2436500	3037800	16894000	4044600	4774800	4929500	7282100	2932800	3971900	1079000	14100000	3004200	3960700	3130300	5311000	5555400	9167300	988620	1712200	720040	173660	7353100	2470800	1592800	2058300	1609900	11243000	4182800	1050100	7103800	4084000	5892400	23111000	6569200
H0YD75;Q9UBE8	ENSG00000087095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96S52;Q96S52-2	ENSG00000087111	37447	6064800	3389900	516020	2407600	1289400	6313800	6425400	6130600	353340	4445200	1416600	94761	3269800	947690	741550	445560	181280	5140600	215320	3834200	1440600	3006200	1494000	709170	326620	1112900	3440000	1971000	3585800	1435700	2208500	1063900	670530	349520	5499300	972770	582810	705490	2507800	1488000	1917800	2411400	2432600	664680	1575700	3213700	1486600	702490	5117000	2183600	4869200	1697500	1826000	1594100	2914800	6446500	3552600	730950
P62195;P62195-2;J3QQM1;J3QSA9;J3KRP2	ENSG00000087191	614460	4165600	1442900	998250	4823400	2303300	12833000	20053000	5353200	446570	6048000	2155100	917260	3673800	2720300	7181800	149770	488150	4195600	272290	4054900	1556400	3299500	1903300	1493900	830360	2832300	11632000	1614300	7930100	3631600	9068000	4578300	2201100	63322	4386000	3292200	3793200	2954300	1455900	5731700	7957700	1443400	2643100	1230300	368160	9511200	2804600	1316900	10847000	2924400	5103800	5101600	5519100	1651600	6770600	7401300	6424100	1598300
Q96RL1-3;Q96RL1;Q96RL1-2	ENSG00000087206	0	0	0	6014.3	0	20766	3951.9	46748	47815	0	0	0	0	73378	10027	2810.7	0	0	148260	0	30123	0	23866	20501	0	23084	0	0	3718.8	32675	52368	0	0	0	2651.3	4246.3	9051.6	22511	2708.1	15942	0	1761.1	8631.9	31800	8068.9	4514.9	10314	0	0	0	11714	22173	0	17510	2528.5	9854.3	0	131470	317.78
P08253;P08253-2;P08253-3	ENSG00000087245	9911.4	29130	0	46409	0	118230	84885	212700	22724	0	0	13146	12432	55155	53716	0	9900.7	0	0	0	109750	0	135890	0	0	0	0	0	74600	59432	55703	20453	0	0	0	17858	0	0	0	26228	36783	22122	447220	70127	6145.6	0	47875	117710	0	0	34751	25255	0	29103	33560	62643	0	0	8444
Q7L5N7;Q7L5N7-2	ENSG00000087253	608400	377970	426600	61027	44178	1722800	181660	2344300	52803	29679	431930	83378	291210	203600	56193	806890	28286	91487	1006200	29017	298550	342250	3405700	173010	53017	79451	61329	8064900	185010	393650	343460	150590	1919300	184600	9450	521610	1506000	229680	0	231140	1228300	310030	422710	121060	26270	29887	1191200	379000	122370	6226900	110960	447940	362560	33865	42011	871550	2070300	2950200	81995
P09471-2;P09471	ENSG00000087258	57294	0	0	0	63441	76347	0	31633	17518	0	53873	0	36387	0	0	0	0	0	0	0	118050	44321	15775	59306	0	0	0	0	48414	306160	0	0	0	0	33299	0	0	117880	0	112530	0	0	106640	0	31632	0	730050	0	0	169950	13108	12242	358660	0	0	11548	891420	113450	0
Q8N543;A0A0A0MTR2;H3BUA6;Q8N543-2;H3BR79	ENSG00000087263	1295.1	473190	244340	651070	89127	153340	5204800	2182000	2096300	56130	266310	287240	8687.1	1262000	121570	151270	360530	150180	787990	119570	242280	113390	313590	273770	421520	313880	132260	127720	77647	1476700	186360	398270	270680	561200	69133	236200	0	886380	3326000	688910	1142000	1409000	294670	120190	53069	39940	424130	290260	221650	0	322910	356250	1541800	184220	219910	795160	231480	292700	308360
P78316;E9PFK5;P78316-2	ENSG00000087269	142480	33803	89387	71399	11764	841340	676950	465990	89326	0	33704	59316	32844	474480	109880	81250	368.73	23946	560740	0	204960	13604	124250	6966.2	78548	32517	123810	158370	4964.1	126440	17315	56027	0	37520	7848.7	114220	24218	639620	68426	74974	45207	18738	29256	146940	15411	0	47394	7036.7	137750	0	9913.3	57070	0	22094	33686	141530	78673	236700	0
E7EV99;E7ENY0;P35611-2;P35611-6;P35611;P35611-3;P35611-4;H0Y9H2;P35611-5;A0A0A0MSR2	ENSG00000087274	157420	1645300	1369000	1053100	22134	2380200	3664600	16164000	1872000	16363	197550	137130	1344000	1758400	927880	1952700	95204	438380	1298100	17065	1431400	1011700	1959500	355280	2792100	451730	185400	2090500	707350	2422700	801120	1041700	1257800	998570	552810	1688400	783710	3147800	440640	893300	4612200	1628900	144090	1983600	142990	132310	3410300	1510100	928480	4132400	1086300	2252800	1127200	345010	335100	3085300	2279900	1192600	353380
Q9H9P8;C9JVN9;Q9H9P8-2	ENSG00000087299	63693	45105	394090	298680	529580	183280	794950	3674400	3992700	89627	700650	834380	305080	890090	1032400	2226700	5108.3	76220	146730	154670	2230000	96672	709350	303200	148480	191050	177370	2571700	982440	2201300	2535600	509340	951000	270110	52877	2624300	1891100	442950	379110	41184	297650	8108.8	43760	96814	161220	158380	1344900	1034700	191430	765930	271660	1120200	968420	792880	185380	995640	736400	1062300	122890
H0YJB9 Q9Y224;G3V4C6	ENSG00000087302	653080	5005491	5010300	2999098.2	2365200	2228500	27983000	57673065	8745800	1180600	5962200	2576900	1987600	8001200	4573800	4058800	451410	1737999	9571400	1610600	9271990	2050400	6886400	955450	1787000	2377000	5010800	19455000	2031095	9548300	9477700	11263000	3926300	9341700	2864200	9168300	9516400	7969800	9040800	6099100	8587500	17898000	4206800	1314300	1403300	297390	5571300	4611400	2874300	4061600	1544600	10133000	9276500	9151800	1831000	6974200	3835500	33539000	2630190
Q14112-2;Q14112;A0A087WZP6;H0YJV3	ENSG00000087303	0	18278	24533	7154.6	23655	11150	0	22102	4173.2	0	0	2399.3	0	0	0	37547	2273.1	2998.4	50646	1483.8	10990	0	0	0	24006	2013.9	9008.7	32906	1957.6	28870	0	3353.6	0	0	0	67520	16831	0	0	0	8206.3	0	4747.9	14294	428340	1256.4	0	0	9704.4	0	42436	0	52919	0	6296.9	0	57237	31864	5077.9
Q96IK5	ENSG00000087338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13435;E9PPJ0	ENSG00000087365	475310	1008000	1273000	923940	1959100	1313200	8800000	9437400	3716900	60456	2808800	2833100	526330	3510800	2870500	1814400	234790	479400	3116000	50340	3614700	1385100	1791700	325850	1782300	2009500	994090	5828700	1017300	3778500	7686500	1519600	1099300	3300800	652870	6914900	858260	2063500	3870700	2816700	12746000	7044400	1886900	1685400	656310	111420	5452600	1013800	3873700	3018300	1991700	2776800	3905400	1602000	342650	3756900	6375200	4070400	752720
P63092;P63092-4;Q5JWF2 P63092-2;Q5JWF2-2 P63092-3	ENSG00000087460	37684	12593000	3108500	4765221	7982700	5263634	19186770	19147000	7734400	347760	10634000	3298790	8923400	5260030	5830700	4316700	107920	479462	4302800	555400	20063000	1252300	5364500	219890	762990	566460	3382600	9034000	3494885	12926000	8896381	6653200	1383800	2142400	53032	9836700	2681100	6994730	6236000	924260	9875800	5297300	273048	6641900	872930	468110	6438000	4568400	137560	5932700	2868200	5438500	1705100	2097900	2569900	6143900	6841300	11284000	4529418
O00429;O00429-6;O00429-5;O00429-7 O00429-2;O00429-8 O00429-3 O00429-4;G8JLD5	ENSG00000087470	1222100	2798087.2	4665500	2405800	1082900	2126551	4411156	14186810	2411000	386150	1563735.9	3962976	668089.1	2159900	1462932.6	1068774.8	374720	598740	5198300	655020	3553164	699360	2364974	1501172.2	2274000	1978906	723670	19613678	1049346.4	9538811	1690238	2457389	1781000	1095800	193112.04	5365237	232720	4719340	5581000	2248200	7121445	9190371	633810	1088300	413112	512025	7437776	7607123	2102619	2011000	1430003	2080300	3806200	2600107	937030	2967069	5265400	6023000	1978300.8
A0A087WU02;Q96RQ1;H0YI50;F8VPA6	ENSG00000087502	59319	824970	212400	229970	499990	566680	996450	1579400	839890	32196	593140	745830	4138800	392930	177260	318840	14330	38271	421390	232670	924890	270780	383230	120060	59063	71152	537130	746900	800950	309110	512150	465550	205310	84078	0	776130	413050	293080	959520	80492	1024000	529310	33140	760900	52293	147000	1150600	1115300	114840	842470	220010	1245400	145330	895800	174750	589680	599790	1967700	455390
A3KFJ0;Q5QPD4;A3KFJ1;Q5QPD2 O14965	ENSG00000087586	0	0	0	0	0	0	0	0	12352	0	0	0	0	0	0	0	0	0	0	0	0	0	23337	0	0	4830.7	0	0	0	31413	0	34232	0	0	6389.2	0	0	0	44248	0	19716	0	0	0	0	0	0	0	0	0	0	0	1929.2	0	0	0	0	47354	0
O00625	ENSG00000087842	280680	1290400	673510	49368	207280	569280	1616900	9306400	919780	138300	1814800	1976000	863190	2045300	2130200	535690	127380	4520	381010	104310	265300	236810	309520	1852800	302170	834310	13315	48998000	3167800	585250	449860	153150	4071000	10546	3058.9	1154400	310890	213000	767790	775320	1096900	2093400	1087100	255710	651960	1035500	23131000	1205600	968870	1646400	1400800	12106000	2961200	1183800	143890	5987800	13164000	7284900	81512
E9PIQ4 E9PNP3 Q9H7C9;E9PR47	ENSG00000087884	448520	266750	378800	97419	526510	33430	4689200	3026714	350450	0	93981	16782	127290	247690	1237800	202290	120310	59064	509700	0	1018110	79190	378090	4106.8	224255	150270	230260	1188500	93144	565540	360037	1089712	202502.3	76561	53955	361550	98125	1386100	683540	638187	406206	110610	512671	266353	72666	0	407850	335210	109770	0	123220	854140	1833700	662492	374325.4	145150	382740	1009700	170610
Q96IZ6	ENSG00000087995	0	0	0	0	0	0	42368	473070	0	0	0	0	0	0	0	0	0	0	102520	0	0	0	0	0	0	0	0	80508	0	142360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3138.1	0	0	0	0	0	0	0	47102	0	0
O00204-2;O00204	ENSG00000088002	0	0	0	18487	22589	3847.6	393110	12665000	0	55992	97420	15277	128660	111970	14255	381660	32280	15905	0	320.5	27638	3638.8	971470	0	5524.1	0	0	0	31660	31357	417800	22020	12350	54222	0	0	0	32458	56036	29702	123320	0	19224	89658	0	0	42976	77333	37383	82268	11512	21362	69834	162330	3526.8	30422	503900	0	0
A2A2G4;Q9Y672	ENSG00000088035	19077	300660	90773	141340	401730	12742	111260	1557400	127200	0	371120	104860	27613	403570	247420	523120	19358	16184	215750	8616.7	205340	61030	150050	81236	293120	6833.4	349920	707230	110960	499990	400260	176400	141970	123370	0	469610	311770	168520	27455	237390	0	118530	105050	295080	12456	0	689420	217590	0	241200	158120	494970	173400	185790	75558	90763	399310	1366400	232160
Q9NVP1	ENSG00000088205	20068	0	47363	6987.6	131090	38838	18795	168250	2934.6	987.88	0	0	9644.3	0	23959	14318	0	2237.4	702320	0	74277	29570	7855.1	2119	6877.6	12598	71648	13516	7140.2	40112	0	4523.8	0	41024	11353	0	57757	7721.9	0	217510	9939.7	518960	30374	12947	0	0	2515.4	0	0	57345	0	91296	0	48069	1820.1	60105	346520	36978	8111.9
Q92945;A0A087WTP3	ENSG00000088247	11733000	18638000	17107000	9515900	16142000	23549000	63620000	74643000	31709000	653450	33268000	2582600	7083200	28282000	14398000	20165000	1455000	7543700	80133000	977330	53654000	13623000	16438000	14269000	26587000	13690000	9953600	103380000	12952000	73245000	28397000	15415000	17494000	15657000	5081300	79936000	12887000	36701000	41524000	22716000	34426000	13837000	8449000	18367000	7443600	2551300	36810000	14457000	46657000	44112000	9765100	37612000	38123000	16028000	7391500	22843000	95334000	44147000	7882400
P29992;K7EL62	ENSG00000088256	430440	5813200	1581900	1275100	5240100	3047600	4204000	6986000	5294500	527140	4978500	1242900	2218000	2447800	1644800	1788900	601310	647010	2346900	401730	8945600	1950200	1749500	733230	601500	293880	1373900	9083500	1595900	7730800	2334100	3021700	1096200	868740	259680	3572200	5169600	2692100	1791600	480170	6329900	1871500	2858200	4973000	1222200	581060	2939500	4467100	258870	15081000	2343700	1644500	3188400	304750	578460	5980900	7911000	5841100	2164400
Q9ULW0;Q9ULW0-2	ENSG00000088325	174450	30653	101000	48965	1218500	4224.4	1354100	149780	301560	8802.8	119580	47461	5410.9	112850	60232	59203	22779	75318	108830	35180	230720	174390	141490	59178	527540	381570	505450	829070	12641	353220	290570	250550	301030	94952	5260.8	510790	284180	101770	189740	272520	281630	584670	169730	179890	25253	32334	67709	6396.3	158840	449420	50185	65326	194660	46325	22189	47673	296560	236660	114770
Q9NUG6	ENSG00000088356	0	457400	15741	428650	0	18478	1055800	5241500	860020	12985	0	280420	19145	354740	62724	45001	247810	8086.4	736260	64743	1064400	0	175640	63400	65257	251630	0	600650	196700	188730	1508900	223370	266950	240630	57893	1541800	259890	331690	639640	0	58421	0	0	0	0	34278	106590	44715	128070	51218	0	333450	636120	210530	553900	27789	621730	377420	286290
A0A0C4DH22;Q9H4G0 A0A1B0GTW6 Q9H4G0-2;Q9H4G0-3 Q9H4G0-4	ENSG00000088367	614.52	567940	2257880	196904	301010	441100	171110	22812300	331940.2	8773.6	32021.61	5976.8	697152.63	241396	193006.4	293933	19482	63812.3	662600	14565	482831.3	446800	2516570	32048	408645	42815	120206	255080	28696	147655	370491	51444	69440	111430	8263	3144500	1717595	244328	394992.84	638387	521910	179686	211490.3	589844.1	4104.3	16569	134464	591990	391030	116330	15139.7	606542	51664	330200	202772.8	177966	295581	260640	78446.3
Q9BZ29-3;Q9BZ29;Q9BZ29-4;A0A088AWN3;A0A0A0MSY4;Q9BZ29-5;Q6ZSL5;A0A0A0MT38;Q9BZ29-6	ENSG00000088387	0	1576.1	0	5860.8	0	14572	78704	278880	20770	187.48	140670	0	12414	17084	2702.2	9979	28582	702.29	117240	357.18	20541	22896	37541	1500.1	25060	2580.6	0	8924.3	2891.6	13794	26125	31092	0	1955.8	0	0	30740	10124	2687.3	2061.7	7495.6	153450	23918	7441.8	2413	0	7463.9	32626	6154.3	1751	8475	0	192870	0	3918.6	31954	13119	10650	19412
Q8IUW1;Q9NXR5-2;Q9NXR5	ENSG00000088448	2923.9	0	0	24309	0	0	602540	1522800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28680	46853	0	198160	0	0	28967	0	74960	0	0	0	0	0	37187	0	0	0	0	0	0	0	0	0	0	0	0
H3BPY0 O75208;H3BNT2;H3BSJ5	ENSG00000088682	6807.3	852875	980060	952400	3003310	1049900	817960	18296000	1154400	54296	805900	600260	1137900	2637100	1186080	1463770	135980	172560	6115300	174650	3797600	337820	1284110	419930	548650	566970	127560	2565200	748330	1720870	1933800	310300	555640	51731	216280	1561900	2057800	360180	1215300	418640	438570	738380	1015400	530410	979170	286980	1842500	1500900	807680	7814900	335520	1450400	1223800	1481700	1019000	1404500	1717300	1430900	1048500
Q8WWA1-2;Q8WWA1 Q8WWA1-3	ENSG00000088726	0	0	0	0	0	0	0	0	0	0	14948070	0	220890	850090	22896	53790	0	0	0	0	0	0	0	69626	0	52518	0	0	0	818270	0	0	0	0	0	0	0	116200	0	69382	106490	767600	0	0	0	0	0	0	0	28538	63457	419130	0	54487	0	136360	136970	112470	0
Q96KQ4	ENSG00000088808	1024.2	4734.3	0	32805	4210.2	0	133390	0	9496	0	8601.1	28703	0	68966	12229	4330.3	0	3054.4	0	0	11803	0	25603	0	17998	9701.6	0	35481	0	252260	8412.9	0	0	0	12857	0	0	0	57622	85816	0	3928	0	0	16074	0	0	0	7043.4	0	4569.3	4466.1	103630	0	32368	94353	177060	0	34392
O75882;O75882-2;O75882-3	ENSG00000088812	13920	17610	65653	23628	0	25381	36333	494960	40303	858.01	19679	5157.7	26120	82070	14935	70083	26723	9599.3	101870	1773.6	83180	5487.9	23875	20483	0	12052	1765.3	35052	69165	45717	33697	24091	10323	10134	31681	135580	33299	31141	7066.6	75127	70715	0	48645	49397	14927	19936	118740	35696	11706	201150	40511	37875	74814	41261	15821	18111	135960	136640	34842
Q9NWM0;Q9NWM0-6;Q5TE25;Q9NWM0-2;Q9NWM0-4;Q9NWM0-5	ENSG00000088826	0	0	0	0	0	0	22680	603920	314150	0	0	483920	0	413240	0	0	389060	213350	426020	0	592730	0	0	359730	0	0	0	0	0	0	0	262060	0	13633	0	0	0	0	750690	14813	0	0	0	0	0	0	0	14254	38089	0	0	0	0	0	0	0	0	0	3331.8
P62942;Q5W0X3;A0A087WZM5 Q1JUQ5	ENSG00000088832	2772000	28342000	7178070	5296100	17479000	1931200	168440000	431180000	23286000	547910	10584000	2942400	2167700	41452000	23951000	22345000	134230	1208100	24152000	158680	24393433	3909900	33564000	566920	17266000	23635110	8182000	154430000	16997000	31667000	9125500	58991000	21993000	1171886	264470	41589000	2845100	45533000	89037760	23541400	4516200	11004000	15179000	6837400	1841000	311710	18843000	11052000	5121400	3240400	5353200	40484000	6808200	6550100	28820000	4237000	1490000	117280000	25699000
Q9UNZ2;Q9UNZ2-5;F2Z2K0;Q9UNZ2-4;Q9UNZ2-6	ENSG00000088833	29800	2157600	3434800	1835100	5118900	1982400	23755000	59759000	5749300	647220	2881900	3573200	482810	6855600	1652900	583410	34081	654890	11974000	257300	2857200	3169200	4679800	1575700	6193700	4090500	911690	31102000	4251600	13156000	3073100	9897200	6005800	6413200	70434	7782300	3489300	13570000	9411400	4246500	11593000	7934600	1279400	2117500	1614500	195120	7801500	1957800	737570	12196000	2677000	11853000	23192000	6496200	2472600	5566000	12668000	3140300	5368300
